gameweek,player_id,player_name,team_id,position_id,overall_team_strength,team_position_relevant_strength,kickoff_time,home_or_away_id,opposition_id,opposition_name,recent_points,recent_bps,recent_influence,recent_creativity,recent_threat,recent_xx,season_points,season_bps,season_influence,season_creativity,season_threat,season_xx,win_odds,>2.5,minutes,fpl_points,over_four_fpl_points
4,5,Gabriel dos Santos Magalhães,1,2,1350,1330,15,1,14,Man Utd,2,7,13.2,0.0,0.0,1.75,2,7,13.2,0.0,0.0,1.75,1.75,1.57,90,2,0
4,6,Kai Havertz,1,3,1350,1370,15,1,14,Man Utd,5,12,14.8,67.7,34.0,0.77,5,12,14.8,67.7,34.0,0.77,1.75,1.57,76,2,0
4,12,Gabriel Martinelli Silva,1,3,1350,1370,15,1,14,Man Utd,10,39,37.599999999999994,58.099999999999994,100.0,1.02,10,39,37.599999999999994,58.099999999999994,100.0,1.02,1.75,1.57,89,5,1
4,13,Eddie Nketiah,1,4,1350,1370,15,1,14,Man Utd,18,56,58.8,34.800000000000004,97.0,1.58,18,56,58.8,34.800000000000004,97.0,1.58,1.75,1.57,75,2,0
4,14,Martin Ødegaard,1,3,1350,1370,15,1,14,Man Utd,15,53,68.4,55.6,65.0,1.37,15,53,68.4,55.6,65.0,1.37,1.75,1.57,90,7,1
4,17,Aaron Ramsdale,1,1,1350,1330,15,1,14,Man Utd,9,45,40.2,0.0,0.0,-0.27000000000000046,9,45,40.2,0.0,0.0,-0.27000000000000046,1.75,1.57,90,2,0
4,19,Bukayo Saka,1,3,1350,1370,15,1,14,Man Utd,21,78,115.39999999999999,139.7,134.0,3.07,21,78,115.39999999999999,139.7,134.0,3.07,1.75,1.57,90,4,0
4,20,William Saliba,1,2,1350,1330,15,1,14,Man Utd,14,65,78.80000000000001,29.299999999999997,9.0,-0.27000000000000046,14,65,78.80000000000001,29.299999999999997,9.0,-0.27000000000000046,1.75,1.57,90,2,0
4,28,Matt Turner,16,1,1100,1080,14,2,7,Chelsea,7,56,85.8,0.0,0.0,-1.75,7,56,85.8,0.0,0.0,-1.75,8.5,1.62,90,5,1
4,29,Benjamin White,1,2,1350,1330,15,1,14,Man Utd,9,52,53.00000000000001,43.9,6.0,-0.27000000000000046,9,52,53.00000000000001,43.9,6.0,-0.27000000000000046,1.75,1.57,90,2,0
4,31,Oleksandr Zinchenko,1,2,1350,1330,15,1,14,Man Utd,2,13,7.4,24.7,4.0,1.99,2,13,7.4,24.7,4.0,1.99,1.75,1.57,75,2,0
4,33,Cameron Archer,17,4,1030,1045,11,1,9,Everton,0,-1,0.0,4.3,0.0,0.0,0,-1,0.0,4.3,0.0,0.0,2.9,2.2,74,12,1
4,36,Matty Cash,2,2,1285,1350,13,2,11,Liverpool,22,73,108.8,21.8,92.0,-1.71,22,73,108.8,21.8,92.0,-1.71,4.5,1.4,90,-1,0
4,42,Lucas Digne,2,2,1285,1350,13,2,11,Liverpool,14,61,49.8,85.4,17.0,-1.9000000000000004,14,61,49.8,85.4,17.0,-1.9000000000000004,4.5,1.4,90,1,0
4,43,Douglas Luiz Soares de Paulo,2,3,1285,1220,13,2,11,Liverpool,10,52,64.8,70.6,38.0,1.3599999999999999,10,52,64.8,70.6,38.0,1.3599999999999999,4.5,1.4,71,2,0
4,47,Boubacar Kamara,2,3,1285,1220,13,2,11,Liverpool,8,45,27.2,44.8,9.0,0.13,8,45,27.2,44.8,9.0,0.13,4.5,1.4,90,1,0
4,48,Ezri Konsa Ngoyo,2,2,1285,1350,13,2,11,Liverpool,8,57,42.8,3.2,2.0,-2.3499999999999996,8,57,42.8,3.2,2.0,-2.3499999999999996,4.5,1.4,90,1,0
4,49,Emiliano Martínez Romero,2,1,1285,1350,13,2,11,Liverpool,9,49,68.0,0.0,0.0,-1.62,9,49,68.0,0.0,0.0,-1.62,4.5,1.4,90,1,0
4,50,John McGinn,2,3,1285,1220,13,2,11,Liverpool,14,55,52.39999999999999,49.1,37.0,1.13,14,55,52.39999999999999,49.1,37.0,1.13,4.5,1.4,90,2,0
4,52,Marvelous Nakamba,12,3,1055,1020,19,1,19,West Ham,3,20,25.0,33.900000000000006,2.0,0.04,3,20,25.0,33.900000000000006,2.0,0.04,4.75,1.87,90,1,0
4,60,Ollie Watkins,2,4,1285,1220,13,2,11,Liverpool,15,37,60.2,80.6,106.0,1.32,15,37,60.2,80.6,106.0,1.32,4.5,1.4,72,2,0
4,63,Philip Billing,3,3,1100,1130,14,2,4,Brentford,6,25,46.0,52.3,57.0,0.9299999999999999,6,25,46.0,52.3,57.0,0.9299999999999999,4.75,1.73,90,2,0
4,65,Ryan Christie,3,3,1100,1130,14,2,4,Brentford,5,20,28.0,36.900000000000006,18.0,0.22000000000000003,5,20,28.0,36.900000000000006,18.0,0.22000000000000003,4.75,1.73,86,2,0
4,66,Lewis Cook,3,3,1100,1130,14,2,4,Brentford,1,5,11.6,1.4,1.0,0.04,1,5,11.6,1.4,1.0,0.04,4.75,1.73,90,2,0
4,72,Justin Kluivert,3,3,1100,1130,14,2,4,Brentford,3,4,13.8,25.3,28.0,0.29000000000000004,3,4,13.8,25.3,28.0,0.29000000000000004,4.75,1.73,70,2,0
4,77,Norberto Murara Neto,3,1,1100,1075,14,2,4,Brentford,14,63,109.2,0.0,0.0,-3.710000000000001,14,63,109.2,0.0,0.0,-3.710000000000001,4.75,1.73,90,1,0
4,83,Marcos Senesi,3,2,1100,1075,14,2,4,Brentford,2,27,41.4,11.1,0.0,-1.42,2,27,41.4,11.1,0.0,-1.42,4.75,1.73,90,4,0
4,85,Dominic Solanke,3,4,1100,1130,14,2,4,Brentford,14,36,60.4,55.900000000000006,98.0,1.3900000000000001,14,36,60.4,55.900000000000006,98.0,1.3900000000000001,4.75,1.73,90,7,1
4,89,Illia Zabarnyi,3,2,1100,1075,14,2,4,Brentford,4,46,68.0,2.8,2.0,-3.710000000000001,4,46,68.0,2.8,2.0,-3.710000000000001,4.75,1.73,90,1,0
4,101,Mark Flekken,4,1,1100,1090,14,1,3,Bournemouth,12,67,86.0,0.0,0.0,-0.020000000000000018,12,67,86.0,0.0,0.0,-0.020000000000000018,1.73,1.73,90,2,0
4,103,Rico Henry,4,2,1100,1090,14,1,3,Bournemouth,11,52,65.6,54.39999999999999,14.0,-0.020000000000000018,11,52,65.6,54.39999999999999,14.0,-0.020000000000000018,1.73,1.73,90,1,0
4,104,Aaron Hickey,4,2,1100,1090,14,1,3,Bournemouth,7,35,23.4,16.1,6.0,0.3200000000000003,7,35,23.4,16.1,6.0,0.3200000000000003,1.73,1.73,81,1,0
4,105,Vitaly Janelt,4,3,1100,1110,14,1,3,Bournemouth,7,21,27.599999999999998,28.2,26.0,0.24,7,21,27.599999999999998,28.2,26.0,0.24,1.73,1.73,70,2,0
4,106,Mathias Jensen,4,3,1100,1110,14,1,3,Bournemouth,10,48,39.0,92.0,23.0,0.8500000000000001,10,48,39.0,92.0,23.0,0.8500000000000001,1.73,1.73,80,9,1
4,108,Bryan Mbeumo,4,3,1100,1110,14,1,3,Bournemouth,25,67,120.19999999999999,63.1,126.0,3.6999999999999997,25,67,120.19999999999999,63.1,126.0,3.6999999999999997,1.73,1.73,90,8,1
4,109,Ben Mee,4,2,1100,1090,14,1,3,Bournemouth,0,0,0.0,0.0,0.0,2.5,0,0,0.0,0.0,0.0,2.5,1.73,1.73,80,1,0
4,110,Christian Nørgaard,4,3,1100,1110,14,1,3,Bournemouth,10,41,56.800000000000004,37.5,18.0,0.18,10,41,56.800000000000004,37.5,18.0,0.18,1.73,1.73,90,2,0
4,112,Ethan Pinnock,4,2,1100,1090,14,1,3,Bournemouth,10,59,71.2,22.5,20.0,-0.020000000000000018,10,59,71.2,22.5,20.0,-0.020000000000000018,1.73,1.73,90,1,0
4,115,Kevin Schade,4,3,1100,1110,14,1,3,Bournemouth,13,27,37.4,13.100000000000001,35.0,0.54,13,27,37.4,13.100000000000001,35.0,0.54,1.73,1.73,70,5,1
4,119,Yoane Wissa,4,4,1100,1110,14,1,3,Bournemouth,22,68,84.19999999999999,24.8,128.0,2.01,22,68,84.19999999999999,24.8,128.0,2.01,1.73,1.73,90,2,0
4,126,Moisés Caicedo Corozo,7,3,1125,1080,14,1,16,Nott'm Forest,4,16,17.6,7.9,3.0,0.09,4,16,17.6,7.9,3.0,0.09,1.4,1.62,76,2,0
4,129,Lewis Dunk,5,2,1100,1135,16,1,15,Newcastle,5,41,44.8,21.799999999999997,51.0,-4.34,5,41,44.8,21.799999999999997,51.0,-4.34,2.5,1.5,90,2,0
4,131,Pervis Estupiñán,5,2,1100,1135,16,1,15,Newcastle,19,83,118.2,138.5,84.0,-4.34,19,83,118.2,138.5,84.0,-4.34,2.5,1.5,90,2,0
4,132,Evan Ferguson,5,4,1100,1070,16,1,15,Newcastle,8,22,44.400000000000006,15.6,111.0,1.73,8,22,44.400000000000006,15.6,111.0,1.73,2.5,1.5,80,17,1
4,133,Billy Gilmour,5,3,1100,1070,16,1,15,Newcastle,4,31,32.0,43.3,13.0,0.57,4,31,32.0,43.3,13.0,0.57,2.5,1.5,76,11,1
4,134,Pascal Groß,5,3,1100,1070,16,1,15,Newcastle,13,69,108.2,185.9,72.0,1.5899999999999999,13,69,108.2,185.9,72.0,1.5899999999999999,2.5,1.5,88,3,0
4,135,João Pedro Junqueira de Jesus,5,4,1100,1070,16,1,15,Newcastle,8,31,56.8,36.0,96.0,1.66,8,31,56.8,36.0,96.0,1.66,2.5,1.5,76,2,0
4,140,Solly March,5,3,1100,1070,16,1,15,Newcastle,26,83,140.6,71.3,112.0,1.83,26,83,140.6,71.3,112.0,1.83,2.5,1.5,80,3,0
4,143,Kaoru Mitoma,5,3,1100,1070,16,1,15,Newcastle,18,76,96.39999999999999,143.3,89.0,2.29,18,76,96.39999999999999,143.3,89.0,2.29,2.5,1.5,90,5,1
4,145,Robert Sánchez,7,1,1125,1170,14,1,16,Nott'm Forest,10,48,49.800000000000004,0.0,0.0,-1.0100000000000002,10,48,49.800000000000004,0.0,0.0,-1.0100000000000002,1.4,1.62,90,2,0
4,150,Jan Paul van Hecke,5,2,1100,1135,16,1,15,Newcastle,2,19,32.2,0.5,17.0,1.05,2,19,32.2,0.5,17.0,1.05,2.5,1.5,90,2,0
4,151,Joël Veltman,5,2,1100,1135,16,1,15,Newcastle,6,23,36.0,12.4,17.0,-0.21999999999999975,6,23,36.0,12.4,17.0,-0.21999999999999975,2.5,1.5,90,2,0
4,152,Bart Verbruggen,5,1,1100,1135,16,1,15,Newcastle,2,16,30.0,0.0,0.0,-0.8300000000000001,2,16,30.0,0.0,0.0,-0.8300000000000001,2.5,1.5,90,2,0
4,157,Ameen Al-Dakhil,6,2,1045,1040,14,1,18,Spurs,2,23,29.2,11.0,4.0,-2.2199999999999998,2,23,29.2,11.0,4.0,-2.2199999999999998,3.6,1.62,90,0,0
4,160,Jordan Beyer,6,2,1045,1040,14,1,18,Spurs,1,18,18.8,0.2,0.0,1.49,1,18,18.8,0.2,0.0,1.49,3.6,1.62,73,-1,0
4,165,Josh Cullen,6,3,1045,1050,14,1,18,Spurs,3,23,16.8,21.7,2.0,0.33,3,23,16.8,21.7,2.0,0.33,3.6,1.62,90,5,1
4,168,Lyle Foster,6,4,1045,1050,14,1,18,Spurs,9,28,41.8,14.600000000000001,34.0,0.31,9,28,41.8,14.600000000000001,34.0,0.31,3.6,1.62,90,6,1
4,173,Dara O'Shea,6,2,1045,1040,14,1,18,Spurs,2,31,51.0,15.4,0.0,-2.2199999999999998,2,31,51.0,15.4,0.0,-2.2199999999999998,3.6,1.62,90,0,0
4,176,Connor Roberts,6,2,1045,1040,14,1,18,Spurs,2,25,27.8,12.3,0.0,-2.2199999999999998,2,25,27.8,12.3,0.0,-2.2199999999999998,3.6,1.62,90,0,0
4,195,Ben Chilwell,7,2,1125,1170,14,1,16,Nott'm Forest,14,59,41.6,101.9,55.0,-0.020000000000000018,14,59,41.6,101.9,55.0,-0.020000000000000018,1.4,1.62,61,1,0
4,197,Levi Colwill,7,2,1125,1170,14,1,16,Nott'm Forest,9,55,42.6,41.9,23.0,-1.0100000000000002,9,55,42.6,41.9,23.0,-1.0100000000000002,1.4,1.62,90,2,0
4,199,Enzo Fernández,7,3,1125,1080,14,1,16,Nott'm Forest,3,28,42.8,146.7,49.0,1.89,3,28,42.8,146.7,49.0,1.89,1.4,1.62,90,2,0
4,202,Conor Gallagher,7,3,1125,1080,14,1,16,Nott'm Forest,7,46,50.4,33.3,31.0,0.5700000000000001,7,46,50.4,33.3,31.0,0.5700000000000001,1.4,1.62,61,1,0
4,203,Malo Gusto,7,2,1125,1170,14,1,16,Nott'm Forest,16,71,58.800000000000004,36.7,8.0,1.13,16,71,58.800000000000004,36.7,8.0,1.13,1.4,1.62,76,2,0
4,211,Nicolas Jackson,7,4,1125,1080,14,1,16,Nott'm Forest,9,34,64.0,44.8,151.0,2.2600000000000002,9,34,64.0,44.8,151.0,2.2600000000000002,1.4,1.62,90,1,0
4,216,Raheem Sterling,7,3,1125,1080,14,1,16,Nott'm Forest,23,73,100.4,82.8,126.0,1.38,23,73,100.4,82.8,126.0,1.38,1.4,1.62,90,2,0
4,217,Thiago Emiliano da Silva,7,2,1125,1170,14,1,16,Nott'm Forest,9,63,88.8,16.8,15.0,-1.0100000000000002,9,63,88.8,16.8,15.0,-1.0100000000000002,1.4,1.62,90,2,0
4,220,Joachim Andersen,8,2,1070,1060,13,1,20,Wolves,22,83,136.2,84.2,61.0,-0.96,22,83,136.2,84.2,61.0,-0.96,1.91,2.2,90,1,0
4,221,Jordan Ayew,8,3,1070,1080,13,1,20,Wolves,12,32,57.0,78.7,108.0,0.91,12,32,57.0,78.7,108.0,0.91,1.91,2.2,90,2,0
4,223,Cheick Doucouré,8,3,1070,1080,13,1,20,Wolves,6,37,41.6,42.3,15.0,0.29,6,37,41.6,42.3,15.0,0.29,1.91,2.2,90,2,0
4,225,Odsonne Edouard,8,4,1070,1080,13,1,20,Wolves,11,32,57.2,36.599999999999994,155.0,1.9000000000000001,11,32,57.2,36.599999999999994,155.0,1.9000000000000001,1.91,2.2,89,13,1
4,226,Eberechi Eze,8,3,1070,1080,13,1,20,Wolves,7,42,39.6,139.9,79.0,1.9100000000000001,7,42,39.6,139.9,79.0,1.9100000000000001,1.91,2.2,90,8,1
4,228,Marc Guéhi,8,2,1070,1060,13,1,20,Wolves,10,56,70.8,15.100000000000001,4.0,-0.96,10,56,70.8,15.100000000000001,4.0,-0.96,1.91,2.2,90,1,0
4,230,Sam Johnstone,8,1,1070,1060,13,1,20,Wolves,10,38,14.0,0.0,0.0,-0.96,10,38,14.0,0.0,0.0,-0.96,1.91,2.2,90,1,0
4,231,Jefferson Lerma Solís,8,3,1070,1080,13,1,20,Wolves,7,44,57.599999999999994,54.099999999999994,31.0,0.30000000000000004,7,44,57.599999999999994,54.099999999999994,31.0,0.30000000000000004,1.91,2.2,90,2,0
4,234,Tyrick Mitchell,8,2,1070,1060,13,1,20,Wolves,12,57,35.0,39.7,12.0,-0.96,12,57,35.0,39.7,12.0,-0.96,1.91,2.2,90,4,0
4,240,Jeffrey Schlupp,8,3,1070,1080,13,1,20,Wolves,7,25,28.4,67.2,24.0,0.2,7,25,28.4,67.2,24.0,0.2,1.91,2.2,70,2,0
4,242,Joel Ward,8,2,1070,1060,13,1,20,Wolves,10,40,42.6,7.699999999999999,0.0,-0.96,10,40,42.6,7.699999999999999,0.0,-0.96,1.91,2.2,90,0,0
4,245,Jarrad Branthwaite,9,2,1100,1080,11,2,17,Sheffield Utd,1,11,15.8,1.8,30.0,1.34,1,11,15.8,1.8,30.0,1.34,2.5,2.2,90,0,0
4,249,Abdoulaye Doucouré,9,3,1100,1125,11,2,17,Sheffield Utd,6,19,30.0,63.8,78.0,1.09,6,19,30.0,63.8,78.0,1.09,2.5,2.2,90,8,1
4,250,James Garner,9,3,1100,1125,11,2,17,Sheffield Utd,5,30,35.8,64.9,24.0,0.4600000000000001,5,30,35.8,64.9,24.0,0.4600000000000001,2.5,2.2,74,2,0
4,254,Idrissa Gueye,9,3,1100,1125,11,2,17,Sheffield Utd,4,35,33.0,21.299999999999997,6.0,0.13,4,35,33.0,21.299999999999997,6.0,0.13,2.5,2.2,90,2,0
4,261,Amadou Onana,9,3,1100,1125,11,2,17,Sheffield Utd,6,48,30.599999999999998,57.400000000000006,21.0,0.7,6,48,30.599999999999998,57.400000000000006,21.0,0.7,2.5,2.2,90,2,0
4,262,Nathan Patterson,9,2,1100,1080,11,2,17,Sheffield Utd,3,33,40.400000000000006,35.099999999999994,14.0,-3.2699999999999996,3,33,40.400000000000006,35.099999999999994,14.0,-3.2699999999999996,2.5,2.2,90,6,1
4,263,Jordan Pickford,9,1,1100,1080,11,2,17,Sheffield Utd,4,30,37.6,10.0,0.0,-3.2699999999999996,4,30,37.6,10.0,0.0,-3.2699999999999996,2.5,2.2,90,1,0
4,265,James Tarkowski,9,2,1100,1080,11,2,17,Sheffield Utd,4,34,48.8,5.8,25.0,-3.2699999999999996,4,34,48.8,5.8,25.0,-3.2699999999999996,2.5,2.2,90,1,0
4,267,Andreas Hoelgebaum Pereira,10,3,1175,1180,14,2,13,Man City,14,43,38.2,22.400000000000002,15.0,0.05,14,43,38.2,22.400000000000002,15.0,0.05,15.0,1.4,90,1,0
4,270,Bobby De Cordova-Reid,10,3,1175,1180,14,2,13,Man City,10,31,39.4,14.7,60.0,1.3199999999999998,10,31,39.4,14.7,60.0,1.3199999999999998,15.0,1.4,72,4,0
4,271,Issa Diop,10,2,1175,1170,14,2,13,Man City,10,53,63.8,7.4,6.0,-7.279999999999999,10,53,63.8,7.4,6.0,-7.279999999999999,15.0,1.4,90,-1,0
4,275,Bernd Leno,10,1,1175,1170,14,2,13,Man City,19,92,176.8,0.0,0.0,-7.279999999999999,19,92,176.8,0.0,0.0,-7.279999999999999,15.0,1.4,90,0,0
4,281,Tim Ream,10,2,1175,1170,14,2,13,Man City,5,29,15.8,2.4,2.0,-6.6899999999999995,5,29,15.8,2.4,2.0,-6.6899999999999995,15.0,1.4,90,7,1
4,282,Harrison Reed,10,3,1175,1180,14,2,13,Man City,8,35,43.2,60.599999999999994,4.0,0.19,8,35,43.2,60.599999999999994,4.0,0.19,15.0,1.4,90,2,0
4,283,Antonee Robinson,10,2,1175,1170,14,2,13,Man City,8,48,47.199999999999996,21.9,6.0,-7.279999999999999,8,48,47.199999999999996,21.9,6.0,-7.279999999999999,15.0,1.4,90,-1,0
4,285,Kenny Tete,10,2,1175,1170,14,2,13,Man City,6,44,48.2,20.8,0.0,-6.02,6,44,48.2,20.8,0.0,-6.02,15.0,1.4,72,0,0
4,288,Harry Wilson,10,3,1175,1180,14,2,13,Man City,7,26,21.8,55.5,32.0,0.49,7,26,21.8,55.5,32.0,0.49,15.0,1.4,80,2,0
4,290,Trent Alexander-Arnold,11,2,1240,1270,13,1,2,Aston Villa,4,33,40.6,69.80000000000001,38.0,-1.23,4,33,40.6,69.80000000000001,38.0,-1.23,1.65,1.4,71,12,1
4,291,Alisson Ramses Becker,11,1,1240,1270,13,1,2,Aston Villa,10,56,104.80000000000001,0.1,0.0,-2.0700000000000003,10,56,104.80000000000001,0.1,0.0,-2.0700000000000003,1.65,1.4,90,8,1
4,293,Darwin Núñez Ribeiro,11,4,1240,1210,13,1,2,Aston Villa,13,58,69.60000000000001,1.6,44.0,0.6699999999999999,13,58,69.60000000000001,1.6,44.0,0.6699999999999999,1.65,1.4,64,8,1
4,298,Joe Gomez,11,2,1240,1270,13,1,2,Aston Villa,2,8,16.6,0.9,4.0,0.31999999999999984,2,8,16.6,0.9,4.0,0.31999999999999984,1.65,1.4,90,6,1
4,300,Curtis Jones,11,3,1240,1210,13,1,2,Aston Villa,1,1,4.6,1.8,0.0,0.01,1,1,4.6,1.8,0.0,0.01,1.65,1.4,63,3,0
4,303,Luis Díaz,11,3,1240,1210,13,1,2,Aston Villa,16,51,74.2,46.00000000000001,78.0,1.58,16,51,74.2,46.00000000000001,78.0,1.58,1.65,1.4,64,3,0
4,304,Alexis Mac Allister,11,3,1240,1210,13,1,2,Aston Villa,1,22,39.0,23.2,0.0,0.28,1,22,39.0,23.2,0.0,0.28,1.65,1.4,86,3,0
4,305,Joel Matip,11,2,1240,1270,13,1,2,Aston Villa,2,10,5.0,0.9,4.0,0.8999999999999999,2,10,5.0,0.9,4.0,0.8999999999999999,1.65,1.4,90,6,1
4,307,Andrew Robertson,11,2,1240,1270,13,1,2,Aston Villa,6,48,58.800000000000004,82.0,2.0,-2.0700000000000003,6,48,58.800000000000004,82.0,2.0,-2.0700000000000003,1.65,1.4,90,6,1
4,308,Mohamed Salah,11,3,1240,1210,13,1,2,Aston Villa,15,49,86.6,78.1,107.0,2.23,15,49,86.6,78.1,107.0,2.23,1.65,1.4,90,8,1
4,309,Dominik Szoboszlai,11,3,1240,1210,13,1,2,Aston Villa,9,53,33.4,68.7,37.0,0.38,9,53,33.4,68.7,37.0,0.38,1.65,1.4,90,10,1
4,314,Elijah Adebayo,12,4,1055,1020,19,1,19,West Ham,4,6,6.6,22.700000000000003,4.0,0.15,4,6,6.6,22.700000000000003,4.0,0.15,4.75,1.87,70,2,0
4,315,Mads Juel Andersen,12,2,1055,1090,19,1,19,West Ham,1,11,14.6,0.7999999999999999,0.0,0.08000000000000007,1,11,14.6,0.7999999999999999,0.0,0.08000000000000007,4.75,1.87,90,8,1
4,316,Amari'i Bell,12,2,1055,1090,19,1,19,West Ham,1,24,51.599999999999994,1.6,0.0,-3.6899999999999995,1,24,51.599999999999994,1.6,0.0,-3.6899999999999995,4.75,1.87,90,1,0
4,318,Reece Burke,12,2,1055,1090,19,1,19,West Ham,1,9,16.4,10.7,2.0,0.48,1,9,16.4,10.7,2.0,0.48,4.75,1.87,90,1,0
4,321,Alfie Doughty,12,2,1055,1090,19,1,19,West Ham,1,4,3.4,0.8,2.0,-0.6199999999999997,1,4,3.4,0.8,2.0,-0.6199999999999997,4.75,1.87,77,2,0
4,326,Carlton Morris,12,4,1055,1020,19,1,19,West Ham,10,34,41.0,16.4,62.0,1.45,10,34,41.0,16.4,62.0,1.45,4.75,1.87,90,5,1
4,341,Manuel Akanji,13,2,1355,1360,14,1,10,Fulham,13,51,38.4,17.3,1.0,1.9100000000000001,13,51,38.4,17.3,1.0,1.9100000000000001,1.17,1.4,90,2,0
4,342,Nathan Aké,13,2,1355,1360,14,1,10,Fulham,9,47,31.0,3.5999999999999996,19.0,1.54,9,47,31.0,3.5999999999999996,19.0,1.54,1.17,1.4,90,8,1
4,343,Julián Álvarez,13,4,1355,1350,14,1,10,Fulham,14,65,82.4,167.2,113.0,1.8599999999999999,14,65,82.4,167.2,113.0,1.8599999999999999,1.17,1.4,89,14,1
4,350,Rúben Gato Alves Dias,13,2,1355,1360,14,1,10,Fulham,9,42,31.0,12.200000000000001,6.0,1.48,9,42,31.0,12.200000000000001,6.0,1.48,1.17,1.4,90,2,0
4,352,Ederson Santana de Moraes,13,1,1355,1360,14,1,10,Fulham,14,59,35.6,10.0,0.0,1.1800000000000002,14,59,35.6,10.0,0.0,1.1800000000000002,1.17,1.4,90,3,0
4,353,Phil Foden,13,3,1355,1350,14,1,10,Fulham,16,57,69.0,146.29999999999998,70.0,1.44,16,57,69.0,146.29999999999998,70.0,1.44,1.17,1.4,89,5,1
4,355,Erling Haaland,13,4,1355,1350,14,1,10,Fulham,19,71,105.0,48.4,193.0,3.04,19,71,105.0,48.4,193.0,3.04,1.17,1.4,90,20,1
4,356,Mateo Kovačić,13,3,1355,1350,14,1,10,Fulham,8,52,30.6,58.2,18.0,0.64,8,52,30.6,58.2,18.0,0.64,1.17,1.4,83,2,0
4,365,Rodrigo Hernandez,13,3,1355,1350,14,1,10,Fulham,26,100,142.39999999999998,46.5,103.0,1.1,26,100,142.39999999999998,46.5,103.0,1.1,1.17,1.4,75,1,0
4,369,Kyle Walker,13,2,1355,1360,14,1,10,Fulham,14,71,28.0,77.1,17.0,1.1800000000000002,14,71,28.0,77.1,17.0,1.1800000000000002,1.17,1.4,90,2,0
4,372,Antony Matheus dos Santos,14,3,1220,1210,15,2,1,Arsenal,6,24,28.200000000000003,95.5,59.0,1.26,6,24,28.200000000000003,95.5,59.0,1.26,4.5,1.57,83,2,0
4,373,Bruno Borges Fernandes,14,3,1220,1210,15,2,1,Arsenal,16,61,108.39999999999999,145.8,81.0,3.69,16,61,108.39999999999999,145.8,81.0,3.69,4.5,1.57,90,2,0
4,376,Carlos Henrique Casimiro,14,3,1220,1210,15,2,1,Arsenal,12,47,112.6,38.1,88.0,1.65,12,47,112.6,38.1,88.0,1.65,4.5,1.57,90,2,0
4,377,Diogo Dalot Teixeira,14,2,1220,1230,15,2,1,Arsenal,2,19,21.799999999999997,9.2,2.0,0.71,2,19,21.799999999999997,9.2,2.0,0.71,4.5,1.57,90,1,0
4,379,Christian Eriksen,14,3,1220,1210,15,2,1,Arsenal,11,43,54.599999999999994,30.299999999999997,35.0,0.44,11,43,54.599999999999994,30.299999999999997,35.0,0.44,4.5,1.57,90,7,1
4,386,Victor Lindelöf,14,2,1220,1230,15,2,1,Arsenal,2,11,18.0,20.8,4.0,0.20999999999999996,2,11,18.0,20.8,4.0,0.20999999999999996,4.5,1.57,83,1,0
4,390,Anthony Martial,14,4,1220,1210,15,2,1,Arsenal,2,6,5.6,25.5,11.0,0.06999999999999999,2,6,5.6,25.5,11.0,0.06999999999999999,4.5,1.57,66,2,0
4,391,Lisandro Martínez,14,2,1220,1230,15,2,1,Arsenal,0,37,35.8,31.6,2.0,-0.7800000000000002,0,37,35.8,31.6,2.0,-0.7800000000000002,4.5,1.57,66,1,0
4,396,Marcus Rashford,14,3,1220,1210,15,2,1,Arsenal,12,22,37.0,53.599999999999994,103.0,1.43,12,22,37.0,53.599999999999994,103.0,1.43,4.5,1.57,90,7,1
4,401,Aaron Wan-Bissaka,14,2,1220,1230,15,2,1,Arsenal,13,66,70.2,55.39999999999999,10.0,-2.26,13,66,70.2,55.39999999999999,10.0,-2.26,4.5,1.57,90,1,0
4,406,Bruno Guimarães Rodriguez Moura,15,3,1280,1210,16,2,5,Brighton,4,20,26.8,31.4,18.0,0.29,4,20,26.8,31.4,18.0,0.29,2.55,1.5,90,2,0
4,407,Dan Burn,15,2,1280,1355,16,2,5,Brighton,5,36,58.599999999999994,15.299999999999999,11.0,-1.4400000000000004,5,36,58.599999999999994,15.299999999999999,11.0,-1.4400000000000004,2.55,1.5,90,0,0
4,412,Anthony Gordon,15,3,1280,1210,16,2,5,Brighton,14,43,68.6,61.599999999999994,58.0,1.32,14,43,68.6,61.599999999999994,58.0,1.32,2.55,1.5,90,1,0
4,415,Alexander Isak,15,4,1280,1210,16,2,5,Brighton,17,63,72.2,15.3,82.0,0.98,17,63,72.2,15.3,82.0,0.98,2.55,1.5,73,2,0
4,424,Nick Pope,15,1,1280,1355,16,2,5,Brighton,7,46,80.39999999999999,0.0,4.0,-1.4400000000000004,7,46,80.39999999999999,0.0,4.0,-1.4400000000000004,2.55,1.5,90,2,0
4,427,Fabian Schär,15,2,1280,1355,16,2,5,Brighton,5,36,48.99999999999999,5.800000000000001,6.0,-1.4400000000000004,5,36,48.99999999999999,5.800000000000001,6.0,-1.4400000000000004,2.55,1.5,90,0,0
4,428,Matt Targett,15,2,1280,1355,16,2,5,Brighton,1,3,0.8,0.7,0.0,2.05,1,3,0.8,0.7,0.0,2.05,2.55,1.5,73,0,0
4,430,Kieran Trippier,15,2,1280,1355,16,2,5,Brighton,4,56,66.8,136.7,8.0,-1.4400000000000004,4,56,66.8,136.7,8.0,-1.4400000000000004,2.55,1.5,90,1,0
