gameweek,player_id,player_name,team_id,overall_team_strength,team_position_relevant_strength,position_id,kickoff_time,home_or_away_id,opposition_id,opposition_name,recent_points,recent_bps,recent_influence,recent_creativity,recent_threat,recent_xx,season_points,season_bps,season_influence,season_creativity,season_threat,season_xx,win_odds,>2.5,minutes,fpl_points,over_four_fpl_points
28,141,Tom McGill,5,1100,1135,1,14,1,16,NULL,0,0,0.0,0.0,0.0,2.5,0,0,0.0,0.0,0.0,2.5,1.75,1.57,-1,-1,-1
28,142,James Milner,5,1100,1070,3,14,1,16,NULL,0,0,0.0,0.0,0.0,0.0,28,146,152.79999999999998,253.5,61.0,2.4699999999999998,1.75,1.57,-1,-1,-1
28,143,Kaoru Mitoma,5,1100,1070,3,14,1,16,NULL,0,0,0.0,0.0,0.0,0.0,74,252,327.5999999999999,375.1,636.0,7.050000000000002,1.75,1.57,-1,-1,-1
28,144,Jakub Moder,5,1100,1070,3,14,1,16,NULL,3,9,6.6000000000000005,16.4,19.0,0.04,7,24,20.999999999999996,30.5,17.0,0.65,1.75,1.57,-1,-1,-1
28,145,Robert Sánchez,7,1125,1170,1,20,1,15,NULL,0,0,0.0,0.0,0.0,2.5,59,317,450.6,0.1,0.0,-21.220000000000002,1.85,1.4,-1,-1,-1
28,146,Jeremy Sarmiento Morante,5,1100,1070,3,14,1,16,NULL,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.75,1.57,-1,-1,-1
28,147,Kjell Scherpen,5,1100,1135,1,14,1,16,NULL,0,0,0.0,0.0,0.0,2.5,0,0,0.0,0.0,0.0,2.5,1.75,1.57,-1,-1,-1
28,148,Jason Steele,5,1100,1135,1,14,1,16,NULL,1,19,13.4,0.0,0.0,1.26,41,270,347.4,0.1,0.0,-19.86,1.75,1.57,-1,-1,-1
28,149,Deniz Undav,5,1100,1070,4,14,1,16,NULL,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.75,1.57,-1,-1,-1
28,150,Jan Paul van Hecke,5,1100,1135,2,14,1,16,NULL,8,54,57.8,32.0,36.0,0.2999999999999998,46,355,525.8,146.4,165.0,-24.519999999999996,1.75,1.57,-1,-1,-1
28,151,Joël Veltman,5,1100,1135,2,14,1,16,NULL,7,44,35.0,24.200000000000003,4.0,0.3500000000000001,23,184,213.79999999999998,76.4,53.0,-15.600000000000001,1.75,1.57,-1,-1,-1
28,152,Bart Verbruggen,5,1100,1135,1,14,1,16,NULL,12,50,43.4,0.0,0.0,1.54,30,215,287.40000000000003,0.0,0.0,-14.129999999999999,1.75,1.57,-1,-1,-1
28,153,Adam Webster,5,1100,1135,2,14,1,16,NULL,1,17,26.4,14.5,9.0,1.26,13,142,162.0,73.2,32.0,-10.38,1.75,1.57,-1,-1,-1
28,154,Danny Welbeck,5,1100,1070,4,14,1,16,NULL,3,6,2.0,15.8,16.0,0.44,51,166,200.0,173.0,340.0,4.5,1.75,1.57,-1,-1,-1
28,155,Andi Zeqiri,5,1100,1070,4,14,1,16,NULL,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.75,1.57,-1,-1,-1
28,156,Enock Agyei,6,1050,1050,3,14,2,19,NULL,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,4.75,1.73,-1,-1,-1
28,157,Ameen Al-Dakhil,6,1050,1050,2,14,2,19,NULL,0,0,0.0,0.0,0.0,2.5,19,127,193.0,42.800000000000004,84.0,-18.13,4.75,1.73,-1,-1,-1
28,158,Samuel Bastien,6,1050,1050,3,14,2,19,NULL,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,4.75,1.73,-1,-1,-1
28,159,Manuel Benson Hedilazio,6,1050,1050,3,14,2,19,NULL,2,7,6.0,16.4,1.0,0.17,6,18,14.0,25.5,23.0,0.22000000000000003,4.75,1.73,-1,-1,-1
28,160,Jordan Beyer,6,1050,1050,2,14,2,19,NULL,0,0,0.0,0.0,0.0,2.5,30,236,330.79999999999995,46.10000000000001,35.0,-18.37,4.75,1.73,-1,-1,-1
28,161,Josh Brownhill,6,1050,1050,3,14,2,19,NULL,-1,-3,15.6,23.8,24.0,0.23,60,307,384.2000000000001,404.5,158.0,3.0399999999999996,4.75,1.73,-1,-1,-1
28,162,Darko Churlinov,6,1050,1050,3,14,2,19,NULL,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,4.75,1.73,-1,-1,-1
28,163,Jack Cork,6,1050,1050,3,14,2,19,NULL,1,2,1.2,0.8,0.0,0.0,3,7,4.2,1.9000000000000001,2.0,0.01,4.75,1.73,-1,-1,-1
28,164,Dara Costelloe,6,1050,1050,3,14,2,19,NULL,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,4.75,1.73,-1,-1,-1
28,165,Josh Cullen,6,1050,1050,3,14,2,19,NULL,9,45,43.2,43.7,16.0,0.25,23,153,184.19999999999996,158.4,34.0,1.21,4.75,1.73,-1,-1,-1
28,166,CJ Egan-Riley,6,1050,1050,2,14,2,19,NULL,0,0,0.0,0.0,0.0,2.5,0,0,0.0,0.0,0.0,2.5,4.75,1.73,-1,-1,-1
28,167,Hjalmar Ekdal,6,1050,1050,2,14,2,19,NULL,0,0,0.0,0.0,0.0,2.5,5,41,49.599999999999994,13.3,15.0,-2.6800000000000006,4.75,1.73,-1,-1,-1
28,168,Lyle Foster,6,1050,1050,4,14,2,19,NULL,0,0,0.0,0.0,0.0,0.0,52,166,266.00000000000006,141.50000000000003,233.0,2.579999999999999,4.75,1.73,-1,-1,-1
28,169,Denis Franchi,6,1050,1050,1,14,2,19,NULL,0,0,0.0,0.0,0.0,2.5,0,0,0.0,0.0,0.0,2.5,4.75,1.73,-1,-1,-1
28,170,Jóhann Berg Gudmundsson,6,1050,1050,3,14,2,19,NULL,4,14,9.799999999999999,13.600000000000001,0.0,0.05,33,146,162.60000000000002,452.70000000000005,99.0,3.01,4.75,1.73,-1,-1,-1
28,171,Luke McNally,6,1050,1050,2,14,2,19,NULL,0,0,0.0,0.0,0.0,2.5,0,0,0.0,0.0,0.0,2.5,4.75,1.73,-1,-1,-1
28,172,Arijanet Muric,6,1050,1050,1,14,2,19,NULL,0,0,0.0,0.0,0.0,2.5,0,0,0.0,0.0,0.0,2.5,4.75,1.73,-1,-1,-1
28,173,Dara O'Shea,6,1050,1050,2,14,2,19,NULL,2,31,40.0,4.0,13.0,-2.8100000000000005,42,335,503.40000000000003,124.19999999999999,148.0,-38.57,4.75,1.73,-1,-1,-1
28,174,Michael Obafemi,6,1050,1050,4,14,2,19,NULL,0,0,0.0,0.0,0.0,0.0,2,4,0.0,0.6,17.0,0.12000000000000001,4.75,1.73,-1,-1,-1
28,175,Bailey Peacock-Farrell,6,1050,1050,1,14,2,19,NULL,0,0,0.0,0.0,0.0,2.5,0,0,0.0,0.0,0.0,2.5,4.75,1.73,-1,-1,-1
28,176,Connor Roberts,6,1050,1050,2,14,2,19,NULL,0,0,0.0,0.0,0.0,2.5,12,111,142.79999999999998,104.1,12.0,-17.409999999999997,4.75,1.73,-1,-1,-1
28,177,Jay Rodriguez,6,1050,1050,4,14,2,19,NULL,2,6,1.2,0.0,0.0,0.0,36,107,133.19999999999996,62.199999999999996,208.0,3.4,4.75,1.73,-1,-1,-1
28,178,Charlie Taylor,6,1050,1050,2,14,2,19,NULL,3,32,28.4,22.0,5.0,-1.83,36,250,302.6,155.4,30.0,-27.97,4.75,1.73,-1,-1,-1
28,179,Bobby Thomas,6,1050,1050,2,14,2,19,NULL,0,0,0.0,0.0,0.0,2.5,0,0,0.0,0.0,0.0,2.5,4.75,1.73,-1,-1,-1
28,180,Scott Twine,6,1050,1050,3,14,2,19,NULL,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,4.75,1.73,-1,-1,-1
28,181,Lawrence Vigouroux,6,1050,1050,1,14,2,19,NULL,0,0,0.0,0.0,0.0,2.5,0,0,0.0,0.0,0.0,2.5,4.75,1.73,-1,-1,-1
28,182,Victor da Silva,6,1050,1050,2,14,2,19,NULL,3,5,10.6,6.1,40.0,-1.0,34,161,163.2,108.49999999999999,96.0,-24.460000000000004,4.75,1.73,-1,-1,-1
28,183,Wout Weghorst,6,1050,1050,4,14,2,19,NULL,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,4.75,1.73,-1,-1,-1
28,184,Anass Zaroury,6,1050,1050,3,14,2,19,NULL,0,0,0.0,0.0,0.0,0.0,4,10,6.8,36.3,19.0,0.27,4.75,1.73,-1,-1,-1
28,185,Ethan Ampadu,7,1125,1170,2,20,1,15,NULL,0,0,0.0,0.0,0.0,2.5,0,0,0.0,0.0,0.0,2.5,1.85,1.4,-1,-1,-1
28,186,Andrey Nascimento dos Santos,7,1125,1080,3,20,1,15,NULL,0,0,0.0,0.0,0.0,0.0,1,1,0.0,0.5,3.0,0.06,1.85,1.4,-1,-1,-1
28,187,Kepa Arrizabalaga,7,1125,1170,1,20,1,15,NULL,0,0,0.0,0.0,0.0,2.5,0,0,0.0,0.0,0.0,2.5,1.85,1.4,-1,-1,-1
28,188,Pierre-Emerick Aubameyang,7,1125,1080,4,20,1,15,NULL,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.85,1.4,-1,-1,-1
28,189,César Azpilicueta,7,1125,1170,2,20,1,15,NULL,0,0,0.0,0.0,0.0,2.5,0,0,0.0,0.0,0.0,2.5,1.85,1.4,-1,-1,-1
28,190,Abdul Rahman Baba,7,1125,1170,2,20,1,15,NULL,0,0,0.0,0.0,0.0,2.5,0,0,0.0,0.0,0.0,2.5,1.85,1.4,-1,-1,-1
28,191,Benoît Badiashile,7,1125,1170,2,20,1,15,NULL,0,0,0.0,0.0,0.0,2.5,18,123,160.8,40.10000000000001,25.0,-7.529999999999999,1.85,1.4,-1,-1,-1
28,192,Marcus Bettinelli,7,1125,1170,1,20,1,15,NULL,0,0,0.0,0.0,0.0,2.5,-1,-3,0.0,0.0,0.0,2.5,1.85,1.4,-1,-1,-1
28,193,Armando Broja,10,1175,1180,4,15,2,20,NULL,5,17,17.599999999999998,10.8,4.0,0.01,27,50,57.800000000000004,59.3,146.0,2.46,2.87,1.8,-1,-1,-1
28,194,Trevoh Chalobah,7,1125,1170,2,20,1,15,NULL,1,15,11.8,10.8,0.0,0.6699999999999999,2,21,19.8,10.9,0.0,-0.11000000000000032,1.85,1.4,-1,-1,-1
28,195,Ben Chilwell,7,1125,1170,2,20,1,15,NULL,1,11,8.6,14.3,6.0,0.6699999999999999,20,111,124.2,212.20000000000002,122.0,-9.959999999999999,1.85,1.4,-1,-1,-1
28,196,Carney Chukwuemeka,7,1125,1080,3,20,1,15,NULL,0,0,0.0,0.0,0.0,0.0,12,43,63.2,45.4,46.0,0.37,1.85,1.4,-1,-1,-1
28,197,Levi Colwill,7,1125,1170,2,20,1,15,NULL,1,18,27.2,1.9,0.0,0.6699999999999999,65,355,394.59999999999997,113.19999999999997,163.0,-25.930000000000007,1.85,1.4,-1,-1,-1
28,198,Marc Cucurella Saseta,7,1125,1170,2,20,1,15,NULL,0,0,0.0,0.0,0.0,2.5,10,104,148.4,92.30000000000001,58.0,-10.729999999999999,1.85,1.4,-1,-1,-1
28,199,Enzo Fernández,7,1125,1080,3,20,1,15,NULL,2,19,14.4,57.6,7.0,0.8,62,295,425.19999999999993,449.6000000000001,314.0,8.67,1.85,1.4,-1,-1,-1
28,200,David Datro Fofana,6,1050,1050,4,14,2,19,NULL,13,31,58.6,15.8,89.0,0.57,23,62,110.60000000000001,51.5,136.0,2.12,4.75,1.73,-1,-1,-1
28,201,Wesley Fofana,7,1125,1170,2,20,1,15,NULL,0,0,0.0,0.0,0.0,2.5,0,0,0.0,0.0,0.0,2.5,1.85,1.4,-1,-1,-1
28,202,Conor Gallagher,7,1125,1080,3,20,1,15,NULL,1,14,19.6,37.6,10.0,0.08,77,386,471.40000000000003,555.4,255.0,4.960000000000001,1.85,1.4,-1,-1,-1
28,203,Malo Gusto,7,1125,1170,2,20,1,15,NULL,5,25,34.4,44.2,2.0,0.6699999999999999,52,294,311.59999999999997,328.59999999999997,75.0,-17.049999999999997,1.85,1.4,-1,-1,-1
28,204,Lewis Hall,15,1280,1355,2,20,2,7,NULL,0,0,0.0,0.0,0.0,2.5,7,28,29.199999999999996,4.4,17.0,-1.7199999999999998,3.5,1.4,-1,-1,-1
28,205,Callum Hudson-Odoi,16,1100,1125,3,14,2,5,NULL,5,19,27.4,37.1,49.0,0.57,66,216,278.8,279.0,182.0,2.3899999999999997,4.2,1.57,-1,-1,-1
28,206,Reece James,7,1125,1170,2,20,1,15,NULL,0,0,0.0,0.0,0.0,2.5,9,95,115.2,156.89999999999998,59.0,-7.700000000000001,1.85,1.4,-1,-1,-1
28,207,Romelu Lukaku Bolingoli,7,1125,1080,4,20,1,15,NULL,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.85,1.4,-1,-1,-1
28,208,Noni Madueke,7,1125,1080,3,20,1,15,NULL,0,0,0.0,0.0,0.0,0.0,24,85,115.4,102.49999999999999,122.0,1.8100000000000003,1.85,1.4,-1,-1,-1
28,209,Mason Mount,14,1125,1130,3,12,1,9,NULL,0,0,0.0,0.0,0.0,0.0,12,51,52.99999999999999,86.29999999999998,40.0,0.52,1.91,1.62,-1,-1,-1
28,210,Mykhailo Mudryk,7,1125,1080,3,20,1,15,NULL,1,3,0.2,0.8,0.0,0.0,60,168,210.20000000000002,233.7,191.0,4.08,1.85,1.4,-1,-1,-1
28,211,Nicolas Jackson,7,1125,1080,4,20,1,15,NULL,6,22,38.2,6.1,45.0,1.19,79,247,452.40000000000003,278.1,697.0,14.140000000000002,1.85,1.4,-1,-1,-1
28,212,Christopher Nkunku,7,1125,1080,4,20,1,15,NULL,0,0,0.0,0.0,0.0,0.0,19,59,86.20000000000002,47.0,175.0,2.18,1.85,1.4,-1,-1,-1
28,213,Christian Pulisic,7,1125,1080,3,20,1,15,NULL,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.85,1.4,-1,-1,-1
28,214,Malang Sarr,7,1125,1170,2,20,1,15,NULL,0,0,0.0,0.0,0.0,2.5,0,0,0.0,0.0,0.0,2.5,1.85,1.4,-1,-1,-1
28,215,Gabriel Słonina,7,1125,1170,1,20,1,15,NULL,0,0,0.0,0.0,0.0,2.5,0,0,0.0,0.0,0.0,2.5,1.85,1.4,-1,-1,-1
28,216,Raheem Sterling,7,1125,1080,3,20,1,15,NULL,1,1,5.2,10.8,8.0,0.02,101,261,400.40000000000003,393.70000000000005,623.0,9.01,1.85,1.4,-1,-1,-1
28,217,Thiago Emiliano da Silva,7,1125,1170,2,20,1,15,NULL,0,0,0.0,0.0,0.0,2.5,66,443,580.0,97.2,120.0,-30.83,1.85,1.4,-1,-1,-1
28,218,Hakim Ziyech,7,1125,1080,3,20,1,15,NULL,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.85,1.4,-1,-1,-1
28,219,Naouirou Ahamada,8,1070,1080,3,15,1,12,NULL,2,1,7.4,1.6,27.0,0.17,14,45,23.400000000000002,18.7,31.0,0.21,1.75,1.67,-1,-1,-1
28,220,Joachim Andersen,8,1070,1060,2,15,1,12,NULL,9,47,38.599999999999994,15.3,18.0,-0.30000000000000027,83,467,640.8000000000001,216.7,217.0,-37.63,1.75,1.67,-1,-1,-1
28,221,Jordan Ayew,8,1070,1080,3,15,1,12,NULL,19,52,80.8,104.0,66.0,1.1300000000000001,88,267,459.40000000000003,398.7000000000001,468.0,5.89,1.75,1.67,-1,-1,-1
28,222,Nathaniel Clyne,8,1070,1060,2,15,1,12,NULL,0,0,0.0,0.0,0.0,2.5,18,109,96.00000000000001,33.8,13.0,-10.870000000000001,1.75,1.67,-1,-1,-1
28,223,Cheick Doucouré,8,1070,1080,3,15,1,12,NULL,0,0,0.0,0.0,0.0,0.0,21,141,165.79999999999998,138.5,36.0,1.04,1.75,1.67,-1,-1,-1
28,224,Malcolm Ebiowei,8,1070,1080,3,15,1,12,NULL,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.75,1.67,-1,-1,-1
28,225,Odsonne Edouard,8,1070,1080,4,15,1,12,NULL,4,5,3.2,16.5,60.0,0.49,67,210,310.59999999999997,221.00000000000003,581.0,6.46,1.75,1.67,-1,-1,-1
28,226,Eberechi Eze,8,1070,1080,3,15,1,12,NULL,9,34,43.599999999999994,62.099999999999994,36.0,1.2000000000000002,73,268,404.59999999999997,479.70000000000005,424.0,7.670000000000001,1.75,1.67,-1,-1,-1
28,227,Vicente Guaita,8,1070,1060,1,15,1,12,NULL,0,0,0.0,0.0,0.0,2.5,0,0,0.0,0.0,0.0,2.5,1.75,1.67,-1,-1,-1
28,228,Marc Guéhi,8,1070,1060,2,15,1,12,NULL,0,0,0.0,0.0,0.0,2.5,58,360,401.6,80.29999999999998,35.0,-27.620000000000005,1.75,1.67,-1,-1,-1
28,229,Will Hughes,8,1070,1080,3,15,1,12,NULL,2,3,4.8,2.5,0.0,0.04,35,158,210.0,272.4,40.0,1.37,1.75,1.67,-1,-1,-1
28,230,Sam Johnstone,8,1070,1060,1,15,1,12,NULL,9,40,41.6,0.0,0.0,-0.30000000000000027,66,300,309.99999999999994,0.0,0.0,-23.840000000000003,1.75,1.67,-1,-1,-1
28,231,Jefferson Lerma Solís,8,1070,1080,3,15,1,12,NULL,7,41,60.8,65.9,15.0,0.55,52,253,304.2,308.4,233.0,3.9499999999999993,1.75,1.67,-1,-1,-1
28,232,Jean-Philippe Mateta,8,1070,1080,4,15,1,12,NULL,16,47,68.39999999999999,26.0,118.0,2.15,73,218,296.2,274.1,313.0,4.869999999999999,1.75,1.67,-1,-1,-1
28,233,Remi Matthews,8,1070,1060,1,15,1,12,NULL,0,0,0.0,0.0,0.0,2.5,1,3,1.0,0.0,0.0,2.43,1.75,1.67,-1,-1,-1
28,234,Tyrick Mitchell,8,1070,1060,2,15,1,12,NULL,9,40,40.2,51.1,20.0,-0.30000000000000027,72,375,456.8000000000001,216.39999999999998,89.0,-35.309999999999995,1.75,1.67,-1,-1,-1
28,235,Jake O'Brien,8,1070,1060,2,15,1,12,NULL,0,0,0.0,0.0,0.0,2.5,0,0,0.0,0.0,0.0,2.5,1.75,1.67,-1,-1,-1
28,236,Michael Olise,8,1070,1080,3,15,1,12,NULL,0,0,0.0,0.0,0.0,0.0,72,269,379.6,353.1,297.0,5.98,1.75,1.67,-1,-1,-1
28,237,Luke Plange,8,1070,1080,4,15,1,12,NULL,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.75,1.67,-1,-1,-1
28,238,Chris Richards,8,1070,1060,2,15,1,12,NULL,17,71,87.39999999999999,6.6,17.0,-0.30000000000000027,31,207,297.0,50.199999999999996,49.0,-23.080000000000005,1.75,1.67,-1,-1,-1
28,239,Jairo Riedewald,8,1070,1080,3,15,1,12,NULL,0,0,0.0,0.0,0.0,0.0,7,18,9.4,5.0,8.0,0.04,1.75,1.67,-1,-1,-1
28,240,Jeffrey Schlupp,8,1070,1080,3,15,1,12,NULL,0,0,0.0,0.0,0.0,0.0,47,140,207.79999999999998,183.10000000000005,209.0,2.8,1.75,1.67,-1,-1,-1
28,241,James Tomkins,8,1070,1060,2,15,1,12,NULL,1,3,0.2,0.0,0.0,2.5,2,9,1.7999999999999998,0.1,0.0,1.72,1.75,1.67,-1,-1,-1
28,242,Joel Ward,8,1070,1060,2,15,1,12,NULL,9,42,34.4,4.9,10.0,-0.30000000000000027,45,242,267.99999999999994,75.49999999999999,33.0,-22.71,1.75,1.67,-1,-1,-1
28,243,Joe Whitworth,8,1070,1060,1,15,1,12,NULL,0,0,0.0,0.0,0.0,2.5,0,0,0.0,0.0,0.0,2.5,1.75,1.67,-1,-1,-1
28,244,André Tavares Gomes,9,1100,1125,3,12,2,14,NULL,2,3,14.8,2.7,45.0,0.16,10,33,43.6,47.0,51.0,0.29000000000000004,3.9,1.62,-1,-1,-1
28,245,Jarrad Branthwaite,9,1100,1080,2,12,2,14,NULL,11,53,94.60000000000001,2.0,21.0,-3.1799999999999997,77,412,526.5999999999999,46.50000000000001,123.0,-29.810000000000002,3.9,1.62,-1,-1,-1
28,246,Dominic Calvert-Lewin,9,1100,1125,4,12,2,14,NULL,4,14,17.599999999999998,12.600000000000001,45.0,0.29,61,131,199.79999999999993,195.6,565.0,9.700000000000001,3.9,1.62,-1,-1,-1
28,247,Seamus Coleman,9,1100,1080,2,12,2,14,NULL,0,0,0.0,0.0,0.0,2.5,14,66,50.6,3.3000000000000003,2.0,-0.6499999999999999,3.9,1.62,-1,-1,-1
28,248,Dele Alli,9,1100,1125,3,12,2,14,NULL,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3.9,1.62,-1,-1,-1
28,249,Abdoulaye Doucouré,9,1100,1125,3,12,2,14,NULL,6,3,9.200000000000001,48.8,49.0,0.51,86,259,356.3999999999999,352.79999999999995,511.0,7.37,3.9,1.62,-1,-1,-1
28,250,James Garner,9,1100,1125,3,12,2,14,NULL,9,58,42.0,81.6,15.0,0.76,67,336,436.2,519.8,193.0,5.169999999999998,3.9,1.62,-1,-1,-1
28,251,Jean-Philippe Gbamin,9,1100,1125,3,12,2,14,NULL,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3.9,1.62,-1,-1,-1
28,252,Ben Godfrey,9,1100,1080,2,12,2,14,NULL,4,28,39.4,13.399999999999999,47.0,-3.1799999999999997,18,79,120.2,32.7,95.0,-5.76,3.9,1.62,-1,-1,-1
28,253,Demarai Gray,9,1100,1125,3,12,2,14,NULL,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3.9,1.62,-1,-1,-1
28,254,Idrissa Gueye,9,1100,1125,3,12,2,14,NULL,1,8,6.6,1.4,0.0,0.01,33,192,206.59999999999997,163.20000000000002,98.0,1.61,3.9,1.62,-1,-1,-1
28,255,Mason Holgate,17,1040,1060,2,15,2,3,NULL,0,0,0.0,0.0,0.0,2.5,-3,7,34.8,1.8,12.0,-7.24,8.0,1.44,-1,-1,-1
28,256,Alex Iwobi,10,1175,1180,3,15,2,20,NULL,23,78,109.4,159.1,86.0,1.5,67,266,320.0,397.49999999999994,353.0,6.12,2.87,1.8,-1,-1,-1
28,257,Michael Keane,9,1100,1080,2,12,2,14,NULL,0,0,0.0,0.0,0.0,2.5,18,69,106.00000000000001,4.0,90.0,-7.109999999999999,3.9,1.62,-1,-1,-1
28,258,Neal Maupay,4,1100,1055,4,17,2,1,NULL,8,32,34.2,2.9999999999999996,19.0,0.14,71,247,323.6000000000001,212.70000000000005,553.0,8.360000000000003,12.0,1.4,-1,-1,-1
28,259,Dwight McNeil,9,1100,1125,3,12,2,14,NULL,6,41,47.2,169.5,74.0,1.7000000000000002,82,326,429.4,666.0999999999999,288.0,7.42,3.9,1.62,-1,-1,-1
28,260,Vitalii Mykolenko,9,1100,1080,2,12,2,14,NULL,4,32,32.599999999999994,34.1,22.0,-3.1799999999999997,84,371,447.40000000000003,187.29999999999998,191.0,-26.81,3.9,1.62,-1,-1,-1
28,261,Amadou Onana,9,1100,1125,3,12,2,14,NULL,3,32,39.4,70.6,20.0,0.2,53,240,255.2,223.60000000000008,220.0,3.0599999999999996,3.9,1.62,-1,-1,-1
28,262,Nathan Patterson,9,1100,1080,2,12,2,14,NULL,0,0,0.0,0.0,0.0,2.5,34,181,201.6,131.79999999999998,24.0,-16.5,3.9,1.62,-1,-1,-1
28,263,Jordan Pickford,9,1100,1080,1,12,2,14,NULL,7,60,107.0,0.0,0.0,-3.1799999999999997,97,486,639.6,43.400000000000006,0.0,-35.19,3.9,1.62,-1,-1,-1
28,264,Ellis Simms,9,1100,1125,4,12,2,14,NULL,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3.9,1.62,-1,-1,-1
28,265,James Tarkowski,9,1100,1080,2,12,2,14,NULL,3,38,75.6,14.6,23.0,-3.1799999999999997,83,464,669.5999999999999,204.7,237.0,-34.82,3.9,1.62,-1,-1,-1
28,266,João Neves Virgínia,9,1100,1080,1,12,2,14,NULL,0,0,0.0,0.0,0.0,2.5,0,0,0.0,0.0,0.0,2.5,3.9,1.62,-1,-1,-1
28,267,Andreas Hoelgebaum Pereira,10,1175,1180,3,15,2,20,NULL,7,22,27.6,94.69999999999999,46.0,0.5,83,299,319.99999999999994,864.2999999999998,219.0,5.529999999999999,2.87,1.8,-1,-1,-1
28,268,Tom Cairney,10,1175,1180,3,15,2,20,NULL,0,5,12.8,12.6,4.0,0.0,59,296,263.0,284.6000000000001,121.0,2.97,2.87,1.8,-1,-1,-1
28,269,Ivan Neves Abreu Cavaleiro,10,1175,1180,3,15,2,20,NULL,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2.87,1.8,-1,-1,-1
28,270,Bobby De Cordova-Reid,10,1175,1180,3,15,2,20,NULL,3,14,17.4,10.8,0.0,0.0,76,245,281.79999999999995,203.69999999999996,265.0,4.63,2.87,1.8,-1,-1,-1
28,271,Issa Diop,10,1175,1170,2,15,2,20,NULL,1,4,10.4,0.1,0.0,1.55,38,219,282.4,19.0,33.0,-25.02,2.87,1.8,-1,-1,-1
28,272,Tyrese Francois,10,1175,1180,3,15,2,20,NULL,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2.87,1.8,-1,-1,-1
28,273,Anthony Knockaert,10,1175,1180,3,15,2,20,NULL,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2.87,1.8,-1,-1,-1
28,274,Terence Kongolo,10,1175,1170,2,15,2,20,NULL,0,0,0.0,0.0,0.0,2.5,0,0,0.0,0.0,0.0,2.5,2.87,1.8,-1,-1,-1
28,275,Bernd Leno,10,1175,1170,1,15,2,20,NULL,12,66,94.19999999999999,0.0,0.0,-1.17,97,556,783.3999999999999,0.1,0.0,-45.52,2.87,1.8,-1,-1,-1
28,276,Saša Lukić,10,1175,1180,3,15,2,20,NULL,7,29,38.2,26.6,12.0,0.15,21,67,84.4,73.8,37.0,1.06,2.87,1.8,-1,-1,-1
28,277,Kevin Mbabu,10,1175,1170,2,15,2,20,NULL,0,0,0.0,0.0,0.0,2.5,0,0,0.0,0.0,0.0,2.5,2.87,1.8,-1,-1,-1
28,278,Aleksandar Mitrović,10,1175,1180,4,15,2,20,NULL,0,0,0.0,0.0,0.0,0.0,1,6,6.4,0.3,26.0,0.18,2.87,1.8,-1,-1,-1
28,279,Rodrigo Muniz Carvalho,10,1175,1180,4,15,2,20,NULL,15,43,62.2,41.6,108.0,1.2599999999999998,54,169,228.0,127.8,380.0,3.82,2.87,1.8,-1,-1,-1
28,280,João Palhinha Gonçalves,10,1175,1180,3,15,2,20,NULL,0,-3,1.4,1.1,45.0,0.64,63,268,472.3999999999999,153.2,220.0,2.17,2.87,1.8,-1,-1,-1
28,281,Tim Ream,10,1175,1170,2,15,2,20,NULL,0,0,0.0,0.0,0.0,2.5,39,252,320.6000000000001,17.9,45.0,-29.419999999999998,2.87,1.8,-1,-1,-1
28,282,Harrison Reed,10,1175,1180,3,15,2,20,NULL,7,31,35.6,26.200000000000003,11.0,0.45999999999999996,37,147,166.60000000000002,146.3,30.0,1.08,2.87,1.8,-1,-1,-1
28,283,Antonee Robinson,10,1175,1170,2,15,2,20,NULL,9,49,50.2,6.5,16.0,-1.17,73,468,582.4000000000001,400.9,162.0,-43.690000000000005,2.87,1.8,-1,-1,-1
