gameweek,player_name,team_name,position_name,points,kickoff_time,home_or_away,opposition_name,team_odds
1,Rasmus Højlund,Man Utd,FWD,0,19,Home,Wolves,1.33
1,Omari Kellyman,Aston Villa,MID,0,16,Away,Newcastle,4.6
1,Ben Greenwood,Bournemouth,DEF,0,14,Home,West Ham,2.7
1,Michael Olakigbe,Brentford,MID,0,13,Home,Spurs,2.75
1,Jack Hinshelwood,Brighton,MID,0,14,Home,Luton,1.33
1,Owen Dodgson,Burnley,DEF,0,19,Home,Man City,8.0
1,Mason Burstow,Chelsea,FWD,0,15,Home,Liverpool,2.9
1,Lewis Dobbin,Everton,MID,1,14,Home,Fulham,2.2
1,Luc De Fougerolles,Fulham,DEF,0,14,Away,Everton,3.3
1,Jarell Quansah,Liverpool,DEF,0,15,Away,Chelsea,2.38
1,Bobby Clark,Liverpool,MID,0,15,Away,Chelsea,2.38
1,Ben Doak,Liverpool,MID,1,15,Away,Chelsea,2.38
1,James McConnell,Liverpool,MID,0,15,Away,Chelsea,2.38
1,Ross Barkley,Luton,MID,0,14,Away,Brighton,9.0
1,Jacob Brown,Luton,FWD,4,14,Away,Brighton,9.0
1,Omari Forson,Man Utd,MID,0,19,Home,Wolves,1.33
1,Tino Livramento,Newcastle,DEF,0,16,Home,Aston Villa,1.75
1,Alex Murphy,Newcastle,DEF,0,16,Home,Aston Villa,1.75
1,Lewis Miley,Newcastle,MID,0,16,Home,Aston Villa,1.75
1,George Shelvey,Nott'm Forest,GKP,0,12,Away,Arsenal,15.0
1,Josh Powell,Nott'm Forest,DEF,0,12,Away,Arsenal,15.0
1,Vini de Souza Costa,Sheffield Utd,MID,1,14,Home,Crystal Palace,3.0
1,Micky van de Ven,Spurs,DEF,1,13,Away,Brentford,2.45
1,Dane Scarlett,Spurs,FWD,0,13,Away,Brentford,2.45
1,Alejo Véliz,Spurs,FWD,0,13,Away,Brentford,2.45
1,Edson Álvarez Velázquez,West Ham,MID,0,14,Away,Bournemouth,2.55
1,Max Aarons,Bournemouth,DEF,2,14,Home,West Ham,2.7
1,Alex Scott,Bournemouth,MID,0,14,Home,West Ham,2.7
1,Youssef Ramalho Chermiti,Everton,FWD,0,14,Home,Fulham,2.2
1,Karl Hein,Arsenal,GKP,0,12,Home,Nott'm Forest,1.18
1,Joseph Anang,West Ham,GKP,0,14,Away,Bournemouth,2.55
1,Aidan Francis-Clarke,Luton,DEF,0,14,Away,Brighton,9.0
1,Thomas Cannon,Everton,FWD,0,14,Home,Fulham,2.2
1,Tyler Onyango,Everton,MID,0,14,Home,Fulham,2.2
1,Jay Stansfield,Fulham,FWD,0,14,Away,Everton,3.3
1,Matthew Dibley-Dias,Fulham,MID,0,14,Away,Everton,3.3
1,Femi Seriki,Sheffield Utd,DEF,0,14,Home,Crystal Palace,3.0
1,Louie Marsh,Sheffield Utd,FWD,0,14,Home,Crystal Palace,3.0
1,Andre Brooks,Sheffield Utd,MID,1,14,Home,Crystal Palace,3.0
1,Antwoine Hackford,Sheffield Utd,FWD,1,14,Home,Crystal Palace,3.0
1,Jesurun Rak-Sakyi,Crystal Palace,MID,0,14,Away,Sheffield Utd,2.38
1,John-Kymani Gordon,Crystal Palace,FWD,0,14,Away,Sheffield Utd,2.38
1,Lucas Bergström,Chelsea,GKP,0,15,Home,Liverpool,2.9
