player_name,opposition_name,fpl_points,predicted_points
Vincent Angelini,West Ham,0,2.109164463606526
Hákon Valdimarsson,West Ham,0,2.109164463606526
Matthew Cox,West Ham,0,2.109164463606526
Bailey Peacock-Farrell,Crystal Palace,0,2.106538795157328
Arijanet Muric,Crystal Palace,0,2.106538795157328
Denis Franchi,Crystal Palace,0,2.106538795157328
Lawrence Vigouroux,Crystal Palace,0,2.106538795157328
Remi Matthews,Burnley,0,2.0999087303808857
Sam Johnstone,Burnley,6,2.0999087303808857
Joe Whitworth,Burnley,0,2.0999087303808857
Vicente Guaita,Burnley,0,2.0999087303808857
Adam Davies,Wolves,0,2.0853264789644888
Andy Lonergan,Brighton,0,2.0853264789644888
João Neves Virgínia,Brighton,0,2.0853264789644888
Jordan Amissah,Wolves,0,2.0853264789644888
Ionuț Radu,Man City,0,2.08014425441117
Mark Travers,Man City,0,2.08014425441117
Darren Randolph,Man City,0,2.08014425441117
Tom McGill,Everton,0,2.0786964141880464
Matija Šarkić,Sheffield Utd,0,2.0786964141880464
Daniel Bentley,Sheffield Utd,0,2.0786964141880464
Tom King,Sheffield Utd,0,2.0786964141880464
Kjell Scherpen,Everton,0,2.0786964141880464
George Shelvey,Aston Villa,0,2.0588034141999056
Steven Benda,Man Utd,0,2.0588034141999056
Odysseas Vlachodimos,Aston Villa,0,2.0588034141999056
Ethan Horvath,Aston Villa,0,2.0588034141999056
Wayne Hennessey,Aston Villa,0,2.0588034141999056
Marek Rodák,Man Utd,0,2.0588034141999056
Tom Heaton,Fulham,0,2.0478588933876956
Joe Gauci,Nott'm Forest,0,2.0478588933876956
Sam Proctor,Nott'm Forest,0,2.0478588933876956
Filip Marschall,Nott'm Forest,0,2.0478588933876956
Robin Olsen,Nott'm Forest,0,2.0478588933876956
Viljami Sinisalo,Nott'm Forest,0,2.0478588933876956
Radek Vítek,Fulham,0,2.0478588933876956
James Wright,Nott'm Forest,0,2.0478588933876956
Oliwier Zych,Nott'm Forest,0,2.0478588933876956
Altay Bayindir,Fulham,0,2.0478588933876956
Scott Carson,Bournemouth,0,2.0424802374240465
Stefan Ortega Moreno,Bournemouth,0,2.0424802374240465
Zack Steffen,Bournemouth,0,2.0424802374240465
Karl Darlow,Arsenal,0,1.9700325526051956
Mark Gillespie,Arsenal,0,1.9700325526051956
Nick Pope,Arsenal,0,1.9700325526051956
Loris Karius,Arsenal,1,1.9700325526051956
Rúnar Alex Rúnarsson,Newcastle,0,1.917178274136792
Karl Hein,Newcastle,0,1.917178274136792
Aaron Ramsdale,Newcastle,0,1.917178274136792
