player_value,opposition_team_strength,team_strength,recent_points,recent_bps,season_points,season_bps,season_minutes,win_odds,over_two_point_five_goals,home_or_away_id_-1,home_or_away_id_1,home_or_away_id_2,position_id_1,position_id_2,position_id_3,position_id_4,over_four_points
44,1100.0,1100.0,1.6666666666666663,7.333333333333334,1.6666666666666667,7.333333333333333,28.0,1.73,1.73,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
39,1100.0,1100.0,0.0,0.0,0.0,0.0,0.0,1.73,1.73,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
43,1100.0,1100.0,0.3333333333333333,1.0,0.3333333333333333,1.0,6.0,1.73,1.73,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
40,1100.0,1100.0,0.0,0.0,0.0,0.0,0.0,1.73,1.73,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
45,1100.0,1100.0,0.0,0.0,0.0,0.0,0.0,1.73,1.73,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
50,1100.0,1100.0,0.0,0.0,0.0,0.0,0.0,1.73,1.73,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
45,1100.0,1100.0,3.0,19.0,3.0,19.0,90.0,1.73,1.73,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
40,1100.0,1100.0,0.0,0.0,0.0,0.0,0.0,1.73,1.73,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
48,1100.0,1100.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,17.333333333333332,1.73,1.73,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
47,1100.0,1100.0,0.3333333333333333,1.0,0.3333333333333333,1.0,3.0,1.73,1.73,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
45,1100.0,1100.0,0.0,0.0,0.0,0.0,0.0,1.73,1.73,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
46,1100.0,1100.0,4.0,22.33333333333333,4.0,22.33333333333333,90.0,1.73,1.73,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
39,1100.0,1100.0,0.0,0.0,0.0,0.0,0.0,1.73,1.73,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
43,1100.0,1100.0,3.6666666666666665,17.333333333333336,3.6666666666666665,17.333333333333332,90.0,1.73,1.73,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
43,1100.0,1100.0,2.333333333333333,11.666666666666668,2.333333333333333,11.666666666666666,79.33333333333333,1.73,1.73,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
