gameweek,player_id,team_id,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,position_id,kickoff_time,home_or_away_id,opposition_id,recent_points,recent_minutes,win_odds,>2.5,fpl_points,over_four_fpl_points
6,368,13,1350,1355,1300,1340,1360,1370,2,14,1,16,0,0,1.14,1.4,0,0
6,369,13,1350,1355,1300,1340,1360,1370,2,14,1,16,10,270,1.14,1.4,11,1
6,370,14,1130,1220,1160,1200,1100,1190,2,19,2,6,0,0,1.73,1.62,0,0
6,371,14,1130,1220,1160,1200,1100,1190,3,19,2,6,0,0,1.73,1.62,0,0
6,372,14,1130,1220,1160,1200,1100,1190,3,19,2,6,5,232,1.73,1.62,0,0
6,373,14,1130,1220,1160,1200,1100,1190,3,19,2,6,15,270,1.73,1.62,10,1
6,374,14,1130,1220,1160,1200,1100,1190,2,19,2,6,0,0,1.73,1.62,0,0
6,375,14,1130,1220,1160,1200,1100,1190,2,19,2,6,0,0,1.73,1.62,0,0
6,376,14,1130,1220,1160,1200,1100,1190,3,19,2,6,11,270,1.73,1.62,3,0
6,377,14,1130,1220,1160,1200,1100,1190,2,19,2,6,3,204,1.73,1.62,6,1
6,378,16,1065,1100,1050,1120,1080,1100,3,14,2,13,9,75,15.0,1.4,1,0
6,379,14,1130,1220,1160,1200,1100,1190,3,19,2,6,17,204,1.73,1.62,0,0
6,380,14,1130,1220,1160,1200,1100,1190,2,19,2,6,0,0,1.73,1.62,0,0
6,381,14,1130,1220,1160,1200,1100,1190,3,19,2,6,0,0,1.73,1.62,0,0
6,382,14,1130,1220,1160,1200,1100,1190,3,19,2,6,3,71,1.73,1.62,0,0
6,383,14,1130,1220,1160,1200,1100,1190,3,19,2,6,0,0,1.73,1.62,3,0
6,384,14,1130,1220,1160,1200,1100,1190,1,19,2,6,0,0,1.73,1.62,0,0
6,385,8,1095,1100,1110,1150,1090,1085,1,14,1,10,0,0,1.91,2.0,0,0
6,386,14,1130,1220,1160,1200,1100,1190,2,19,2,6,2,128,1.73,1.62,6,1
6,387,14,1130,1220,1160,1200,1100,1190,2,19,2,6,0,23,1.73,1.62,0,0
6,388,14,1130,1220,1160,1200,1100,1190,3,19,2,6,0,0,1.73,1.62,0,0
6,389,14,1130,1220,1160,1200,1100,1190,2,19,2,6,0,0,1.73,1.62,0,0
6,390,14,1130,1220,1160,1200,1100,1190,4,19,2,6,4,130,1.73,1.62,0,0
6,391,14,1130,1220,1160,1200,1100,1190,2,19,2,6,1,246,1.73,1.62,0,0
6,392,14,1130,1220,1160,1200,1100,1190,3,19,2,6,1,5,1.73,1.62,3,0
6,393,12,1065,1080,1050,1080,1080,1090,2,14,1,20,0,0,3.25,2.02,0,0
6,394,14,1130,1220,1160,1200,1100,1190,3,19,2,6,1,5,1.73,1.62,0,0
6,395,14,1130,1220,1160,1200,1100,1190,2,19,2,6,1,135,1.73,1.62,1,0
6,396,14,1130,1220,1160,1200,1100,1190,3,19,2,6,16,264,1.73,1.62,3,0
6,397,14,1130,1220,1160,1200,1100,1190,3,19,2,6,2,54,1.73,1.62,0,0
6,398,14,1130,1220,1160,1200,1100,1190,2,19,2,6,1,90,1.73,1.62,0,0
6,399,14,1130,1220,1160,1200,1100,1190,4,19,2,6,0,0,1.73,1.62,0,0
6,400,14,1130,1220,1160,1200,1100,1190,3,19,2,6,0,0,1.73,1.62,0,0
6,401,14,1130,1220,1160,1200,1100,1190,2,19,2,6,2,245,1.73,1.62,0,0
6,402,15,1130,1290,1100,1300,1160,1280,3,15,2,17,5,232,1.44,1.67,8,1
6,403,15,1130,1290,1100,1300,1160,1280,3,15,2,17,3,63,1.44,1.67,6,1
6,404,15,1130,1290,1100,1300,1160,1280,2,15,2,17,0,0,1.44,1.67,0,0
