gameweek,player_id,team_id,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,position_id,kickoff_time,home_or_away_id,opposition_id,recent_points,recent_minutes,win_odds,>2.5,fpl_points,over_four_fpl_points
5,1,1,1220,1260,1270,1280,1170,1240,4,15,2,9,0,0,1.5,1.67,0,0
5,2,1,1220,1260,1270,1280,1170,1240,2,15,2,9,0,0,1.5,1.67,0,0
5,3,1,1220,1260,1270,1280,1170,1240,3,15,2,9,0,0,1.5,1.67,0,0
5,4,1,1220,1260,1270,1280,1170,1240,3,15,2,9,7,34,1.5,1.67,3,0
5,5,1,1220,1260,1270,1280,1170,1240,2,15,2,9,2,24,1.5,1.67,5,1
5,6,1,1220,1260,1270,1280,1170,1240,3,15,2,9,5,235,1.5,1.67,1,0
5,7,8,1095,1100,1110,1150,1090,1085,2,14,2,2,0,0,4.0,1.89,0,0
5,8,1,1220,1260,1270,1280,1170,1240,4,15,2,9,1,1,1.5,1.67,1,0
5,9,1,1220,1260,1270,1280,1170,1240,3,15,2,9,2,17,1.5,1.67,0,0
5,10,1,1220,1260,1270,1280,1170,1240,2,15,2,9,2,91,1.5,1.67,0,0
5,11,1,1220,1260,1270,1280,1170,1240,3,15,2,9,0,0,1.5,1.67,0,0
5,12,1,1220,1260,1270,1280,1170,1240,3,15,2,9,10,244,1.5,1.67,1,0
5,13,1,1220,1260,1270,1280,1170,1240,4,15,2,9,18,195,1.5,1.67,2,0
5,14,1,1220,1260,1270,1280,1170,1240,3,15,2,9,15,262,1.5,1.67,3,0
5,15,1,1220,1260,1270,1280,1170,1240,3,15,2,9,6,235,1.5,1.67,0,0
5,16,1,1220,1260,1270,1280,1170,1240,3,15,2,9,0,0,1.5,1.67,0,0
5,17,1,1220,1260,1270,1280,1170,1240,1,15,2,9,9,270,1.5,1.67,0,0
5,18,1,1220,1260,1270,1280,1170,1240,1,15,2,9,0,0,1.5,1.67,0,0
5,19,1,1220,1260,1270,1280,1170,1240,3,15,2,9,21,268,1.5,1.67,6,1
5,20,1,1220,1260,1270,1280,1170,1240,2,15,2,9,14,270,1.5,1.67,6,1
5,21,12,1065,1080,1050,1080,1080,1090,3,14,2,10,0,0,5.5,1.89,2,0
5,22,1,1220,1260,1270,1280,1170,1240,3,15,2,9,0,0,1.5,1.67,0,0
5,23,16,1065,1100,1050,1120,1080,1100,2,18,1,6,0,0,2.2,1.92,1,0
5,24,1,1220,1260,1270,1280,1170,1240,2,15,2,9,0,0,1.5,1.67,0,0
5,25,1,1220,1260,1270,1280,1170,1240,2,15,2,9,4,106,1.5,1.67,1,0
5,26,1,1220,1260,1270,1280,1170,1240,3,15,2,9,2,62,1.5,1.67,11,1
5,27,17,1045,1060,1050,1050,1040,1070,2,14,2,18,0,0,11.0,1.5,0,0
5,28,16,1065,1100,1050,1120,1080,1100,1,18,1,6,7,270,2.2,1.92,2,0
5,29,1,1220,1260,1270,1280,1170,1240,2,15,2,9,9,270,1.5,1.67,7,1
5,30,1,1220,1260,1270,1280,1170,1240,3,15,2,9,0,0,1.5,1.67,0,0
5,31,1,1220,1260,1270,1280,1170,1240,2,15,2,9,2,35,1.5,1.67,7,1
5,32,2,1130,1235,1120,1220,1130,1250,2,14,1,8,0,0,1.91,1.89,0,0
5,33,17,1045,1060,1050,1050,1040,1070,4,14,2,18,0,5,11.0,1.5,1,0
5,34,2,1130,1235,1120,1220,1130,1250,3,14,1,8,15,107,1.91,1.89,5,1
5,35,2,1130,1235,1120,1220,1130,1250,3,14,1,8,0,0,1.91,1.89,0,0
5,36,2,1130,1235,1120,1220,1130,1250,2,14,1,8,22,266,1.91,1.89,1,0
5,37,2,1130,1235,1120,1220,1130,1250,2,14,1,8,0,0,1.91,1.89,0,0
5,38,2,1130,1235,1120,1220,1130,1250,3,14,1,8,2,24,1.91,1.89,0,0
5,39,2,1130,1235,1120,1220,1130,1250,4,14,1,8,0,0,1.91,1.89,0,0
5,40,2,1130,1235,1120,1220,1130,1250,3,14,1,8,0,0,1.91,1.89,1,0
5,41,2,1130,1235,1120,1220,1130,1250,2,14,1,8,3,142,1.91,1.89,0,0
5,42,2,1130,1235,1120,1220,1130,1250,2,14,1,8,14,260,1.91,1.89,5,1
5,43,2,1130,1235,1120,1220,1130,1250,3,14,1,8,10,238,1.91,1.89,10,1
5,44,2,1130,1235,1120,1220,1130,1250,4,14,1,8,8,20,1.91,1.89,5,1
5,45,2,1130,1235,1120,1220,1130,1250,2,14,1,8,0,0,1.91,1.89,0,0
5,46,2,1130,1235,1120,1220,1130,1250,3,14,1,8,0,0,1.91,1.89,0,0
5,47,2,1130,1235,1120,1220,1130,1250,3,14,1,8,8,270,1.91,1.89,1,0
5,48,2,1130,1235,1120,1220,1130,1250,2,14,1,8,8,270,1.91,1.89,2,0
5,49,2,1130,1235,1120,1220,1130,1250,1,14,1,8,9,180,1.91,1.89,2,0
5,50,2,1130,1235,1120,1220,1130,1250,3,14,1,8,14,243,1.91,1.89,1,0
5,51,2,1130,1235,1120,1220,1130,1250,2,14,1,8,0,30,1.91,1.89,0,0
5,52,12,1065,1080,1050,1080,1080,1090,3,14,2,10,3,180,5.5,1.89,2,0
5,53,2,1130,1235,1120,1220,1130,1250,1,14,1,8,2,90,1.91,1.89,0,0
5,54,2,1130,1235,1120,1220,1130,1250,3,14,1,8,1,3,1.91,1.89,0,0
5,55,2,1130,1235,1120,1220,1130,1250,3,14,1,8,0,0,1.91,1.89,0,0
5,56,2,1130,1235,1120,1220,1130,1250,3,14,1,8,0,0,1.91,1.89,0,0
5,57,2,1130,1235,1120,1220,1130,1250,1,14,1,8,0,0,1.91,1.89,0,0
5,58,2,1130,1235,1120,1220,1130,1250,3,14,1,8,3,76,1.91,1.89,1,0
5,59,2,1130,1235,1120,1220,1130,1250,3,14,1,8,1,9,1.91,1.89,0,0
5,60,2,1130,1235,1120,1220,1130,1250,4,14,1,8,15,248,1.91,1.89,5,1
5,61,2,1130,1235,1120,1220,1130,1250,4,14,1,8,0,0,1.91,1.89,0,0
5,62,3,1095,1100,1070,1120,1130,1110,3,13,1,7,3,151,4.33,1.67,0,0
5,63,3,1095,1100,1070,1120,1130,1110,3,13,1,7,6,265,4.33,1.67,3,0
5,64,3,1095,1100,1070,1120,1130,1110,3,13,1,7,4,105,4.33,1.67,1,0
5,65,3,1095,1100,1070,1120,1130,1110,3,13,1,7,5,187,4.33,1.67,3,0
5,66,3,1095,1100,1070,1120,1130,1110,3,13,1,7,1,45,4.33,1.67,3,0
5,67,3,1095,1100,1070,1120,1130,1110,3,13,1,7,0,0,4.33,1.67,0,0
5,68,3,1095,1100,1070,1120,1130,1110,2,13,1,7,0,0,4.33,1.67,0,0
5,69,3,1095,1100,1070,1120,1130,1110,2,13,1,7,1,15,4.33,1.67,0,0
5,70,3,1095,1100,1070,1120,1130,1110,2,13,1,7,1,104,4.33,1.67,8,1
5,71,3,1095,1100,1070,1120,1130,1110,3,13,1,7,0,0,4.33,1.67,0,0
5,72,3,1095,1100,1070,1120,1130,1110,3,13,1,7,3,116,4.33,1.67,1,0
5,73,3,1095,1100,1070,1120,1130,1110,3,13,1,7,0,0,4.33,1.67,0,0
5,74,3,1095,1100,1070,1120,1130,1110,3,13,1,7,0,0,4.33,1.67,0,0
5,75,3,1095,1100,1070,1120,1130,1110,2,13,1,7,0,30,4.33,1.67,0,0
5,76,3,1095,1100,1070,1120,1130,1110,4,13,1,7,3,54,4.33,1.67,0,0
5,77,3,1095,1100,1070,1120,1130,1110,1,13,1,7,14,270,4.33,1.67,10,1
5,78,3,1095,1100,1070,1120,1130,1110,3,13,1,7,0,0,4.33,1.67,3,0
5,79,3,1095,1100,1070,1120,1130,1110,3,13,1,7,0,0,4.33,1.67,0,0
5,80,3,1095,1100,1070,1120,1130,1110,1,13,1,7,0,0,4.33,1.67,0,0
5,81,3,1095,1100,1070,1120,1130,1110,3,13,1,7,5,210,4.33,1.67,0,0
5,82,3,1095,1100,1070,1120,1130,1110,4,13,1,7,12,162,4.33,1.67,0,0
5,83,3,1095,1100,1070,1120,1130,1110,2,13,1,7,2,142,4.33,1.67,1,0
5,84,3,1095,1100,1070,1120,1130,1110,2,13,1,7,0,0,4.33,1.67,0,0
5,85,3,1095,1100,1070,1120,1130,1110,4,13,1,7,14,270,4.33,1.67,2,0
5,86,3,1095,1100,1070,1120,1130,1110,3,13,1,7,0,0,4.33,1.67,3,0
5,87,3,1095,1100,1070,1120,1130,1110,3,13,1,7,2,36,4.33,1.67,0,0
5,88,3,1095,1100,1070,1120,1130,1110,1,13,1,7,0,0,4.33,1.67,0,0
5,89,3,1095,1100,1070,1120,1130,1110,2,13,1,7,4,270,4.33,1.67,6,1
5,90,4,1120,1155,1120,1130,1120,1180,2,16,2,15,5,84,6.0,1.67,0,0
5,91,4,1120,1155,1120,1130,1120,1180,1,16,2,15,0,0,6.0,1.67,0,0
5,92,4,1120,1155,1120,1130,1120,1180,3,16,2,15,1,18,6.0,1.67,0,0
5,93,4,1120,1155,1120,1130,1120,1180,2,16,2,15,0,0,6.0,1.67,0,0
5,94,4,1120,1155,1120,1130,1120,1180,3,16,2,15,0,0,6.0,1.67,0,0
5,95,4,1120,1155,1120,1130,1120,1180,3,16,2,15,0,0,6.0,1.67,0,0
5,96,4,1120,1155,1120,1130,1120,1180,2,16,2,15,9,270,6.0,1.67,1,0
5,97,4,1120,1155,1120,1130,1120,1180,1,16,2,15,0,0,6.0,1.67,0,0
5,98,4,1120,1155,1120,1130,1120,1180,3,16,2,15,2,52,6.0,1.67,0,0
5,99,4,1120,1155,1120,1130,1120,1180,3,16,2,15,1,9,6.0,1.67,0,0
5,100,4,1120,1155,1120,1130,1120,1180,4,16,2,15,0,0,6.0,1.67,0,0
5,101,4,1120,1155,1120,1130,1120,1180,1,16,2,15,12,270,6.0,1.67,1,0
5,102,4,1120,1155,1120,1130,1120,1180,2,16,2,15,0,0,6.0,1.67,0,0
5,103,4,1120,1155,1120,1130,1120,1180,2,16,2,15,11,270,6.0,1.67,1,0
5,104,4,1120,1155,1120,1130,1120,1180,2,16,2,15,7,238,6.0,1.67,1,0
5,105,4,1120,1155,1120,1130,1120,1180,3,16,2,15,7,270,6.0,1.67,2,0
5,106,4,1120,1155,1120,1130,1120,1180,3,16,2,15,10,209,6.0,1.67,2,0
5,107,4,1120,1155,1120,1130,1120,1180,3,16,2,15,2,29,6.0,1.67,1,0
5,108,4,1120,1155,1120,1130,1120,1180,3,16,2,15,25,270,6.0,1.67,2,0
5,109,4,1120,1155,1120,1130,1120,1180,2,16,2,15,0,0,6.0,1.67,2,0
5,110,4,1120,1155,1120,1130,1120,1180,3,16,2,15,10,239,6.0,1.67,1,0
5,111,4,1120,1155,1120,1130,1120,1180,3,16,2,15,1,18,6.0,1.67,1,0
5,112,4,1120,1155,1120,1130,1120,1180,2,16,2,15,10,270,6.0,1.67,2,0
5,113,1,1220,1260,1270,1280,1170,1240,1,15,2,9,0,0,1.5,1.67,8,1
5,114,4,1120,1155,1120,1130,1120,1180,2,16,2,15,2,30,6.0,1.67,1,0
5,115,4,1120,1155,1120,1130,1120,1180,3,16,2,15,13,167,6.0,1.67,1,0
5,116,4,1120,1155,1120,1130,1120,1180,1,16,2,15,0,0,6.0,1.67,0,0
5,117,4,1120,1155,1120,1130,1120,1180,4,16,2,15,0,0,6.0,1.67,0,0
5,118,4,1120,1155,1120,1130,1120,1180,3,16,2,15,0,0,6.0,1.67,0,0
5,119,4,1120,1155,1120,1130,1120,1180,4,16,2,15,22,239,6.0,1.67,1,0
5,120,4,1120,1155,1120,1130,1120,1180,3,16,2,15,0,0,6.0,1.67,0,0
5,121,4,1120,1155,1120,1130,1120,1180,2,16,2,15,1,6,6.0,1.67,0,0
5,122,5,1130,1185,1100,1120,1160,1250,3,14,2,14,7,34,2.88,1.44,5,1
5,123,5,1130,1185,1100,1120,1160,1250,3,14,2,14,0,0,2.88,1.44,0,0
5,124,5,1130,1185,1100,1120,1160,1250,3,14,2,14,0,0,2.88,1.44,0,0
5,125,5,1130,1185,1100,1120,1160,1250,3,14,2,14,0,0,2.88,1.44,0,0
5,126,7,1125,1170,1100,1180,1160,1180,3,13,2,3,4,119,1.8,1.67,0,0
5,127,5,1130,1185,1100,1120,1160,1250,4,14,2,14,0,0,2.88,1.44,0,0
5,128,5,1130,1185,1100,1120,1160,1250,3,14,2,14,4,82,2.88,1.44,2,0
5,129,5,1130,1185,1100,1120,1160,1250,2,14,2,14,5,270,2.88,1.44,2,0
5,130,5,1130,1185,1100,1120,1160,1250,3,14,2,14,8,68,2.88,1.44,0,0
5,131,5,1130,1185,1100,1120,1160,1250,2,14,2,14,19,270,2.88,1.44,0,0
5,132,5,1130,1185,1100,1120,1160,1250,4,14,2,14,8,125,2.88,1.44,1,0
5,133,5,1130,1185,1100,1120,1160,1250,3,14,2,14,4,165,2.88,1.44,1,0
5,134,5,1130,1185,1100,1120,1160,1250,3,14,2,14,13,260,2.88,1.44,10,1
5,135,5,1130,1185,1100,1120,1160,1250,4,14,2,14,8,150,2.88,1.44,7,1
5,136,5,1130,1185,1100,1120,1160,1250,2,14,2,14,0,0,2.88,1.44,0,0
5,137,5,1130,1185,1100,1120,1160,1250,3,14,2,14,0,0,2.88,1.44,0,0
5,138,5,1130,1185,1100,1120,1160,1250,3,14,2,14,2,39,2.88,1.44,3,0
5,139,5,1130,1185,1100,1120,1160,1250,2,14,2,14,0,0,2.88,1.44,7,1
5,140,5,1130,1185,1100,1120,1160,1250,3,14,2,14,26,234,2.88,1.44,0,0
5,141,5,1130,1185,1100,1120,1160,1250,1,14,2,14,0,0,2.88,1.44,0,0
5,142,5,1130,1185,1100,1120,1160,1250,3,14,2,14,5,205,2.88,1.44,1,0
5,143,5,1130,1185,1100,1120,1160,1250,3,14,2,14,18,260,2.88,1.44,2,0
5,144,5,1130,1185,1100,1120,1160,1250,3,14,2,14,0,0,2.88,1.44,0,0
5,145,7,1125,1170,1100,1180,1160,1180,1,13,2,3,10,270,1.8,1.67,10,1
5,146,5,1130,1185,1100,1120,1160,1250,3,14,2,14,0,0,2.88,1.44,0,0
5,147,5,1130,1185,1100,1120,1160,1250,1,14,2,14,0,0,2.88,1.44,0,0
5,148,5,1130,1185,1100,1120,1160,1250,1,14,2,14,5,180,2.88,1.44,3,0
5,149,5,1130,1185,1100,1120,1160,1250,4,14,2,14,0,0,2.88,1.44,0,0
5,150,5,1130,1185,1100,1120,1160,1250,2,14,2,14,2,90,2.88,1.44,1,0
5,151,5,1130,1185,1100,1120,1160,1250,2,14,2,14,6,62,2.88,1.44,2,0
5,152,5,1130,1185,1100,1120,1160,1250,1,14,2,14,2,90,2.88,1.44,0,0
5,153,5,1130,1185,1100,1120,1160,1250,2,14,2,14,2,180,2.88,1.44,0,0
5,154,5,1130,1185,1100,1120,1160,1250,4,14,2,14,4,192,2.88,1.44,7,1
5,155,5,1130,1185,1100,1120,1160,1250,4,14,2,14,0,0,2.88,1.44,0,0
5,156,6,1070,1080,1080,1060,1060,1060,3,18,2,16,0,0,3.25,1.92,0,0
5,157,6,1070,1080,1080,1060,1060,1060,2,18,2,16,2,180,3.25,1.92,2,0
5,158,6,1070,1080,1080,1060,1060,1060,3,18,2,16,0,0,3.25,1.92,0,0
5,159,6,1070,1080,1080,1060,1060,1060,3,18,2,16,2,61,3.25,1.92,0,0
5,160,6,1070,1080,1080,1060,1060,1060,2,18,2,16,1,73,3.25,1.92,3,0
5,161,6,1070,1080,1080,1060,1060,1060,3,18,2,16,1,1,3.25,1.92,2,0
5,162,6,1070,1080,1080,1060,1060,1060,3,18,2,16,0,0,3.25,1.92,0,0
5,163,6,1070,1080,1080,1060,1060,1060,3,18,2,16,0,0,3.25,1.92,0,0
5,164,6,1070,1080,1080,1060,1060,1060,3,18,2,16,0,0,3.25,1.92,0,0
5,165,6,1070,1080,1080,1060,1060,1060,3,18,2,16,3,180,3.25,1.92,1,0
5,166,6,1070,1080,1080,1060,1060,1060,2,18,2,16,0,0,3.25,1.92,0,0
5,167,6,1070,1080,1080,1060,1060,1060,2,18,2,16,0,0,3.25,1.92,0,0
5,168,6,1070,1080,1080,1060,1060,1060,4,18,2,16,9,170,3.25,1.92,2,0
5,169,6,1070,1080,1080,1060,1060,1060,1,18,2,16,0,0,3.25,1.92,0,0
5,170,6,1070,1080,1080,1060,1060,1060,3,18,2,16,4,45,3.25,1.92,2,0
5,171,6,1070,1080,1080,1060,1060,1060,2,18,2,16,0,0,3.25,1.92,0,0
5,172,6,1070,1080,1080,1060,1060,1060,1,18,2,16,0,0,3.25,1.92,0,0
5,173,6,1070,1080,1080,1060,1060,1060,2,18,2,16,2,180,3.25,1.92,0,0
5,174,6,1070,1080,1080,1060,1060,1060,4,18,2,16,0,0,3.25,1.92,0,0
5,175,6,1070,1080,1080,1060,1060,1060,1,18,2,16,0,0,3.25,1.92,0,0
5,176,6,1070,1080,1080,1060,1060,1060,2,18,2,16,2,180,3.25,1.92,1,0
5,177,6,1070,1080,1080,1060,1060,1060,4,18,2,16,1,9,3.25,1.92,0,0
5,178,6,1070,1080,1080,1060,1060,1060,2,18,2,16,0,0,3.25,1.92,2,0
5,179,6,1070,1080,1080,1060,1060,1060,2,18,2,16,0,0,3.25,1.92,0,0
5,180,6,1070,1080,1080,1060,1060,1060,3,18,2,16,0,0,3.25,1.92,0,0
5,181,6,1070,1080,1080,1060,1060,1060,1,18,2,16,0,0,3.25,1.92,0,0
5,182,6,1070,1080,1080,1060,1060,1060,2,18,2,16,1,90,3.25,1.92,0,0
5,183,6,1070,1080,1080,1060,1060,1060,4,18,2,16,0,0,3.25,1.92,0,0
5,184,6,1070,1080,1080,1060,1060,1060,3,18,2,16,-2,30,3.25,1.92,1,0
5,185,7,1125,1170,1100,1180,1160,1180,2,13,2,3,0,0,1.8,1.67,0,0
5,186,7,1125,1170,1100,1180,1160,1180,3,18,0,0,0,0,NULL,NULL,0,0
5,187,7,1125,1170,1100,1180,1160,1180,1,13,2,3,0,0,1.8,1.67,0,0
5,188,7,1125,1170,1100,1180,1160,1180,4,13,2,3,0,0,1.8,1.67,0,0
5,189,7,1125,1170,1100,1180,1160,1180,2,13,2,3,0,0,1.8,1.67,0,0
5,190,7,1125,1170,1100,1180,1160,1180,2,13,2,3,0,0,1.8,1.67,0,0
5,191,7,1125,1170,1100,1180,1160,1180,2,13,2,3,0,0,1.8,1.67,0,0
5,192,7,1125,1170,1100,1180,1160,1180,1,13,2,3,0,0,1.8,1.67,0,0
5,193,10,1095,1100,1050,1110,1060,1140,4,13,0,0,0,0,NULL,NULL,0,0
5,194,7,1125,1170,1100,1180,1160,1180,2,13,2,3,0,0,1.8,1.67,0,0
5,195,7,1125,1170,1100,1180,1160,1180,2,13,2,3,14,234,1.8,1.67,0,0
5,196,7,1125,1170,1100,1180,1160,1180,3,13,2,3,6,125,1.8,1.67,0,0
5,197,7,1125,1170,1100,1180,1160,1180,2,13,2,3,9,270,1.8,1.67,6,1
5,198,7,1125,1170,1100,1180,1160,1180,2,13,2,3,0,0,1.8,1.67,0,0
5,199,7,1125,1170,1100,1180,1160,1180,3,13,2,3,3,270,1.8,1.67,3,0
5,200,6,1070,1080,1080,1060,1060,1060,4,13,0,0,0,0,NULL,NULL,0,0
5,201,7,1125,1170,1100,1180,1160,1180,2,13,2,3,0,0,1.8,1.67,0,0
5,202,7,1125,1170,1100,1180,1160,1180,3,13,2,3,7,254,1.8,1.67,3,0
5,203,7,1125,1170,1100,1180,1160,1180,2,13,2,3,16,186,1.8,1.67,6,1
5,204,15,1130,1290,1100,1300,1160,1280,2,16,1,4,0,0,1.53,1.67,0,0
5,205,16,1065,1100,1050,1120,1080,1100,3,18,1,6,0,0,2.2,1.92,10,1
5,206,7,1125,1170,1100,1180,1160,1180,2,13,2,3,2,75,1.8,1.67,0,0
5,207,7,1125,1170,1100,1180,1160,1180,4,13,2,3,0,0,1.8,1.67,0,0
5,208,7,1125,1170,1100,1180,1160,1180,3,13,2,3,1,15,1.8,1.67,0,0
5,209,14,1130,1220,1160,1200,1100,1190,3,14,1,5,5,151,2.15,1.44,0,0
5,210,7,1125,1170,1100,1180,1160,1180,3,13,2,3,2,54,1.8,1.67,2,0
5,211,7,1125,1170,1100,1180,1160,1180,4,13,2,3,9,262,1.8,1.67,1,0
5,212,7,1125,1170,1100,1180,1160,1180,4,13,2,3,0,0,1.8,1.67,0,0
5,213,7,1125,1170,1100,1180,1160,1180,3,13,2,3,0,0,1.8,1.67,0,0
5,214,7,1125,1170,1100,1180,1160,1180,2,13,2,3,0,0,1.8,1.67,0,0
5,215,7,1125,1170,1100,1180,1160,1180,1,13,2,3,0,0,1.8,1.67,0,0
5,216,7,1125,1170,1100,1180,1160,1180,3,13,2,3,23,260,1.8,1.67,2,0
5,217,7,1125,1170,1100,1180,1160,1180,2,13,2,3,9,270,1.8,1.67,6,1
5,218,7,1125,1170,1100,1180,1160,1180,3,13,2,3,0,0,1.8,1.67,0,0
5,219,8,1095,1100,1110,1150,1090,1085,3,14,2,2,2,35,4.0,1.89,1,0
5,220,8,1095,1100,1110,1150,1090,1085,2,14,2,2,22,270,4.0,1.89,1,0
5,221,8,1095,1100,1110,1150,1090,1085,3,14,2,2,12,270,4.0,1.89,1,0
5,222,8,1095,1100,1110,1150,1090,1085,2,14,2,2,0,0,4.0,1.89,0,0
5,223,8,1095,1100,1110,1150,1090,1085,3,14,2,2,6,270,4.0,1.89,2,0
5,224,8,1095,1100,1110,1150,1090,1085,3,14,2,2,0,0,4.0,1.89,0,0
5,225,8,1095,1100,1110,1150,1090,1085,4,14,2,2,11,250,4.0,1.89,8,1
5,226,8,1095,1100,1110,1150,1090,1085,3,14,2,2,7,270,4.0,1.89,1,0
5,227,8,1095,1100,1110,1150,1090,1085,1,14,2,2,0,0,4.0,1.89,0,0
5,228,8,1095,1100,1110,1150,1090,1085,2,14,2,2,10,270,4.0,1.89,0,0
5,229,8,1095,1100,1110,1150,1090,1085,3,14,2,2,0,0,4.0,1.89,1,0
5,230,8,1095,1100,1110,1150,1090,1085,1,14,2,2,10,270,4.0,1.89,1,0
5,231,8,1095,1100,1110,1150,1090,1085,3,14,2,2,7,270,4.0,1.89,0,0
5,232,8,1095,1100,1110,1150,1090,1085,4,14,2,2,1,19,4.0,1.89,5,1
5,233,8,1095,1100,1110,1150,1090,1085,1,14,2,2,0,0,4.0,1.89,0,0
5,234,8,1095,1100,1110,1150,1090,1085,2,14,2,2,12,270,4.0,1.89,1,0
5,235,8,1095,1100,1110,1150,1090,1085,2,14,2,2,0,0,4.0,1.89,0,0
5,236,8,1095,1100,1110,1150,1090,1085,3,14,2,2,0,0,4.0,1.89,0,0
5,237,8,1095,1100,1110,1150,1090,1085,4,14,2,2,0,0,4.0,1.89,0,0
5,238,8,1095,1100,1110,1150,1090,1085,2,14,2,2,0,0,4.0,1.89,1,0
5,239,8,1095,1100,1110,1150,1090,1085,3,14,2,2,0,0,4.0,1.89,0,0
5,240,8,1095,1100,1110,1150,1090,1085,3,14,2,2,7,233,4.0,1.89,2,0
5,241,8,1095,1100,1110,1150,1090,1085,2,14,2,2,1,1,4.0,1.89,0,0
5,242,8,1095,1100,1110,1150,1090,1085,2,14,2,2,10,262,4.0,1.89,0,0
5,243,8,1095,1100,1110,1150,1090,1085,1,14,2,2,0,0,4.0,1.89,0,0
5,244,9,1095,1100,1110,1140,1080,1110,3,15,1,1,0,0,6.0,1.67,0,0
5,245,9,1095,1100,1110,1140,1080,1110,2,15,1,1,1,90,6.0,1.67,2,0
5,246,9,1095,1100,1110,1140,1080,1110,4,15,1,1,1,37,6.0,1.67,1,0
5,247,9,1095,1100,1110,1140,1080,1110,2,15,1,1,0,0,6.0,1.67,0,0
5,248,9,1095,1100,1110,1140,1080,1110,3,15,1,1,0,0,6.0,1.67,0,0
5,249,9,1095,1100,1110,1140,1080,1110,3,15,1,1,6,270,6.0,1.67,2,0
5,250,9,1095,1100,1110,1140,1080,1110,3,15,1,1,5,262,6.0,1.67,1,0
5,251,9,1095,1100,1110,1140,1080,1110,3,15,1,1,0,0,6.0,1.67,0,0
5,252,9,1095,1100,1110,1140,1080,1110,2,15,1,1,0,0,6.0,1.67,0,0
5,253,9,1095,1100,1110,1140,1080,1110,3,15,1,1,0,0,6.0,1.67,0,0
5,254,9,1095,1100,1110,1140,1080,1110,3,15,1,1,4,225,6.0,1.67,2,0
5,255,17,1045,1060,1050,1050,1040,1070,2,15,0,0,0,0,NULL,NULL,0,0
5,256,10,1095,1100,1050,1110,1060,1140,3,14,1,12,3,140,1.67,1.89,1,0
5,257,9,1095,1100,1110,1140,1080,1110,2,15,1,1,2,181,6.0,1.67,0,0
5,258,4,1120,1155,1120,1130,1120,1180,4,16,2,15,3,110,6.0,1.67,1,0
5,259,9,1095,1100,1110,1140,1080,1110,3,15,1,1,0,0,6.0,1.67,2,0
5,260,9,1095,1100,1110,1140,1080,1110,2,15,1,1,0,0,6.0,1.67,2,0
5,261,9,1095,1100,1110,1140,1080,1110,3,15,1,1,6,270,6.0,1.67,2,0
5,262,9,1095,1100,1110,1140,1080,1110,2,15,1,1,3,270,6.0,1.67,1,0
5,263,9,1095,1100,1110,1140,1080,1110,1,15,1,1,4,270,6.0,1.67,3,0
5,264,9,1095,1100,1110,1140,1080,1110,4,15,1,1,0,0,6.0,1.67,0,0
5,265,9,1095,1100,1110,1140,1080,1110,2,15,1,1,4,270,6.0,1.67,2,0
5,266,9,1095,1100,1110,1140,1080,1110,1,15,1,1,0,0,6.0,1.67,0,0
5,267,10,1095,1100,1050,1110,1060,1140,3,14,1,12,14,161,1.67,1.89,3,0
5,268,10,1095,1100,1050,1110,1060,1140,3,14,1,12,2,84,1.67,1.89,1,0
5,269,10,1095,1100,1050,1110,1060,1140,3,14,1,12,0,0,1.67,1.89,0,0
5,270,10,1095,1100,1050,1110,1060,1140,3,14,1,12,10,200,1.67,1.89,1,0
5,271,10,1095,1100,1050,1110,1060,1140,2,14,1,12,10,270,1.67,1.89,5,1
5,272,10,1095,1100,1050,1110,1060,1140,3,14,1,12,0,0,1.67,1.89,0,0
5,273,10,1095,1100,1050,1110,1060,1140,3,14,1,12,0,0,1.67,1.89,0,0
5,274,10,1095,1100,1050,1110,1060,1140,2,14,1,12,0,0,1.67,1.89,0,0
5,275,10,1095,1100,1050,1110,1060,1140,1,14,1,12,19,270,1.67,1.89,6,1
5,276,10,1095,1100,1050,1110,1060,1140,3,14,1,12,6,250,1.67,1.89,0,0
5,277,10,1095,1100,1050,1110,1060,1140,2,14,1,12,0,0,1.67,1.89,0,0
5,278,10,1095,1100,1050,1110,1060,1140,4,14,1,12,1,32,1.67,1.89,0,0
5,279,10,1095,1100,1050,1110,1060,1140,4,14,1,12,1,4,1.67,1.89,0,0
5,280,10,1095,1100,1050,1110,1060,1140,3,14,1,12,10,113,1.67,1.89,3,0
5,281,10,1095,1100,1050,1110,1060,1140,2,14,1,12,5,153,1.67,1.89,8,1
5,282,10,1095,1100,1050,1110,1060,1140,3,14,1,12,8,176,1.67,1.89,3,0
5,283,10,1095,1100,1050,1110,1060,1140,2,14,1,12,8,270,1.67,1.89,0,0
5,284,10,1095,1100,1050,1110,1060,1140,1,14,1,12,-1,0,1.67,1.89,0,0
5,285,10,1095,1100,1050,1110,1060,1140,2,14,1,12,6,265,1.67,1.89,6,1
5,286,10,1095,1100,1050,1110,1060,1140,2,14,1,12,1,1,1.67,1.89,0,0
5,287,10,1095,1100,1050,1110,1060,1140,4,14,1,12,0,0,1.67,1.89,7,1
5,288,10,1095,1100,1050,1110,1060,1140,3,14,1,12,7,250,1.67,1.89,3,0
5,289,11,1220,1355,1200,1340,1240,1370,1,11,2,20,0,0,1.45,1.44,0,0
